name,about_us,source,cb_id,cb_desc
trident,,BD,trident-microsystems,"Trident Microsystems, Inc. (NASDAQ: TRID) is a leading force in the digital home entertainment market, delivering innovative semiconductor solutions for digital televisions and set-top boxes â€“ at the heart of today's digital home. With spectacular 2D and 3D picture quality, surround-sound and Internet-ready connectivity platforms, Trident's semiconductor solutions bring consumers a world of diverse, rich and immersive multimedia entertainment that can be accessed at any time, and from anywhere in the home."
tripadvisor,,BD,tripadvisor,"TripAdvisor is a free travel guide and research website. It provides reviews of travel-related content and includes interactive travel forums.    Apart from the obligatory reviews of hotels and other attractions, TripAdvisor has many skillful features. Its users are able to quickly and easily post their vacation videos and travel marketers are able to showcase their properties by featuring their videos on the website.    TripAdvisor also offers a personalization tool that allows its users to save hotel, restaurant, and attraction reviews to personalize their My Trips folders. Travelers are able to customize and expand their plans by adding maps, photos, their own notes, and travel plan details. Through the website's Check Rates feature, users are able to check hotel pricings and availabilities across multiple vendor commerce sites.    TripAdvisor also operates sister sites in other countries such as the U.K., Italy, Spain, Germany, France, Ireland, Japan, and India.   TripAdvisor was launched on February 1, 2000."
twitter,,BD,twitter,"Twitter is a global social networking platform that allows its users to send and read 140-character messages known as “tweets”. It enables registered users to read and post their tweets through the web, short message service (SMS), and mobile applications.   As a global real-time communications platform, Twitter has more than 400 million monthly visitors and 255 million monthly active users around the world. Twitter’s active group of registered members includes World leaders, major athletes, star performers, news organizations, and entertainment outlets. It is currently available in more than 35 languages.   Twitter was launched in 2006 by Jack Dorsey, Evan Williams, Biz Stone and Noah Glass. Twitter is headquartered in San Francisco, California, USA, with local offices in Atlanta, Austin, Boston, Boulder, Chicago, Detroit, Los Angeles, New York, Sunnyvale and Washington.   Twitter's international offices are located in Amsterdam, Berlin, Dublin, London, Madrid, Paris, Rio de Janeiro, Sao Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto and Vancouver."
tyson,,BD,tyson-food,"Tyson Foods, Inc. is the largest American-owned processor and marketer of chicken, beef, and pork.  Tyson Foods, Inc. (NYSE: TSN), founded in 1935 with headquarters in Springdale, Arkansas, is one of the world's largest processors and marketers of chicken, beef and pork, as well as prepared foods. The company provides products and services to customers throughout the United States and more than 90 countries.   Tyson employs 115,000 Team Members at more than 400 facilities and offices in the U.S. and around the world."
ulta-salon-cosmetics,,BD,ulta-salon-cosmetics-fragrances,"ULTA Beauty is the largest beauty retailer in the United States and the premier beauty destination for cosmetics, fragrance, skin, hair care products and salon services. Since opening its first store 25 years ago, ULTA Beauty has grown to become the top national retailer providing All Things Beauty, All in One Place™. The Company offers more than 20,000 products from over 500 well-established and emerging beauty brands across all categories and price points, including ULTA Beauty's own private label. ULTA Beauty also offers a full-service salon in every store featuring hair, skin and brow services. ULTA Beauty is recognized for its commitment to personalized service, fun and inviting stores and its industry-leading Ultamate Rewards loyalty program."
united-technologies,,BD,united-technologies,"United Technologies Corporation provides technology products and services to the building systems and aerospace industries worldwide. Its Otis segment designs and manufactures escalators, moving walkways, and passenger and freight elevators. The company's Carrier segment offers residential, commercial, and industrial HVAC and refrigeration systems and equipment; food service equipment; building automation and controls; and HVAC and refrigeration components, as well as provides retrofit and aftermarket services. Its UTC Fire & Security segment provides fire and special hazard detection and suppression systems, fire fighting equipment, electronic security, monitoring, and rapid response systems and service, as well as offers security personnel services. The company's Pratt & Whitney segment supplies aircraft engines for the commercial, military, business jet, and general aviation markets; industrial gas turbines; space propulsion systems; and spare parts, as well as provides fleet management services, and maintenance, repair, and overhaul services. United Technologies' Hamilton Sundstrand segment offers aerospace products, including power generation, management and distribution systems, flight systems, engine control systems, environmental control systems, fire protection and detection systems, auxiliary power units, propeller systems, and industrial products, such as air compressors, metering pumps, and fluid handling equipment. This segment also provides aftermarket services, such as spare parts, overhaul and repair, engineering and technical support, and fleet maintenance programs. Its Sikorsky segment manufactures military and commercial helicopters, as well as provides aftermarket helicopter and aircraft parts and services. In addition, the company develops geothermal power systems and fuel cell power plants for stationary, transportation, space, and defense applications. United Technologies Corporation was founded in 1934 and is based in Hartford, Connecticut."
unitedhealth,,BD,unitedhealth-group,"UnitedHealth Group is the most diversified health care company in the United States and a leader worldwide in helping people live healthier lives and helping to make the health system work better for everyone.  UnitedHealth Group  are committed to introducing innovative approaches, products and services that can improve personal health and promote healthier populations in local communities.  Our core capabilities in clinical care resources, information and technology uniquely enable us to meet the evolving needs of a changing health care environment as millions more Americans enter a structured system of health benefits and  UnitedHealth Group  help build a stronger, higher quality health system that is sustainable for the long term."
univar,,F500,univar,"Univar is one of the world's leading distributors of industrial and specialty chemicals. Univar represents over 2,500 chemical producers and provides its customer base, made up of 80,000 customers, with a full portfolio of products. Univar operates a network of 300 distribution facilities throughout North America, Europe, the Asia-Pacific region, and Latin America, with additional sales offices located in Eastern Europe, the Middle East, and Africa. In 2011, Univar reported sales of $9.7 billion."
universal-health-services,,F500,universal-health-services,"Universal Health Services, Inc. (UHS) is one of the nation's largest and most respected healthcare management companies, operating through its subsidiaries acute care hospitals, behavioral health facilities and ambulatory centers nationwide, in Puerto Rico and the U.S. Virgin Islands. Founded in 1978 by Alan B. Miller, Chairman and CEO, UHS subsidiaries employ more than 60,000 individuals. UHS maintains one of the strongest balance sheets in the industry and is rated investment grade by Moody's, Standard & Poor's and Fitch. This strong capital position has enabled the company to develop and acquire many new facilities over the past few years."
universal-music-group,,BD,universal-music-group,"Universal Music Group provides recorded music, music publishing, and merchandising services worldwide.  It discovers and develops songwriters, and owns and administers copyrights to musical compositions for use in recordings, public performances, and related uses such as films and advertisements; and sells artist and music branded products through multiple sales points including online, fashion retail, and live performances worldwide.  Universal Music Group was founded in 1998 and is headquartered in Santa Monica, California. Currently, it operates as a subsidiary of Vivendi Société Anonyme."
upc,,BD,upc-insurance,"UPC writes and services residential property and casualty insurance policies through a network of independent agents. We currently write policies in Florida, Georgia, Louisiana, Massachusetts, New Jersey, North Carolina, Rhode Island, South Carolina, and Texas. We are also licensed in Alabama, Connecticut, Delaware, Maryland, Mississippi, New Hampshire and Virginia. UPC plans to expand into additional states throughout the country (view map). We offer products in homeowners, dwelling fire and for flood coverage UPC is a Write Your Own Flood Carrier. Recently, we added a commercial residential product in Florida with plans to expand to other states."
us-foods-holding-corp,,F500,us-foods,The US Foods Facebook page is a gathering place for foodservice industry professionals and people who love food and share our passion for Keeping Kitchens Cooking with innovative food ideas and stories about food people.
veritiv-corp,,F500,veritiv,"Veritiv is a North American leader in business-to-business distribution solutions. Helping shape your business success drives everything they do. Their name is based on this commitment and on the core strengths of their business. Derived from verity, it says they are true to their word, their beliefs, and your needs. The words connective and active in their name signify that they collaborate with you to create solutions that work hard for your business.   In today’s rapidly evolving marketplace, you need an edge. You want to increase efficiency, productivity, predictability and sustainability while cutting costs. Their packaging, print, facility, publishing and print management solutions span the entire lifecycle of business operations so you can achieve these goals. And with their industry-leading expertise, proprietary tools and creative ideas, you’ll get the help you need to stay ahead."
vf-corporation,,F500,vf-corporation,"V.F. Corporation (VF) is a global apparel company based in the United States. The Company designs and manufactures or sources from independent contractors a variety of apparel and footwear for all ages, including jeanswear, outerwear, footwear, packs, luggage, sportswear, and occupational and performance apparel. Products are marketed primarily under VF-owned brand names. It is a diversified apparel company across brands, product categories, channels of distribution and geographies. These products are marketed to consumers shopping in specialty stores, upscale and traditional department stores, national chains and mass merchants. These groupings of businesses are called coalitions and consist of the following: Outdoor & Action Sports, Jeanswear, Imagewear, Sportswear and Contemporary Brands."
visteon-corporation,,F500,visteon,"Visteon is a leading global automotive supplier that designs, engineers and manufactures innovative climate, electronics and interior products for vehicle manufacturers. With corporate offices in Van Buren Township, Mich. (U.S.); Shanghai, China; and Chelmsford, UK; the company has facilities in 28 countries and employs approximately 22,000 people."
vmware,,BD,vmware,"VMware, Inc. provides virtualization solutions. The company was founded in 1998 and is headquartered in Palo Alto, California.  Its virtualization platform products include _Player_ that enables individuals to run virtual machines on their desktops; _Fusion_, a desktop virtualization product for users of Intel-based Apple Macintosh computers; _Workstation_ for software developers and enterprise IT professionals; _Server_, which enables virtual partitioning of a server; _ESX Server_, an enterprise-class virtualization platform that runs directly on the hardware; _Virtual SMP_ that enables a virtual machine to use four physical processors simultaneously; and _VMFS_, which allows multiple ESX Servers to share block-based storage.  The company also offers _VirtualCenter_ that provides a central point of control to manage a virtualized IT environment; _VMotion_, which allows users to move virtual machines; _DRS_ that creates resource pools from physical servers; _HA_, which provides automated recovery from hardware failure; _Consolidated Backup_ that enables LAN-free automated backup of virtual machines; _Storage VMotion_, which allows live migration of virtual machine disks; _Update Manager_ that automates patch and update management; _Capacity Planner_, which enables VMware service providers to perform capacity assessments onsite; _Converter_ to convert local and remote physical machines into virtual machines; _Lab Manager_ to automate the setup, capture, storage, and sharing of multi-machine software configurations; _ACE_ that allows desktop administrators to protect company resources against the risks presented by unmanaged desktops; _Virtual Desktop Infrastructure_ to host individual desktops inside virtual machines running on centralized servers; _Virtual Desktop Manager_, a desktop management server that connects users to virtual desktops in the data center; and _VMware Lifecycle Manager_ that provides control over the virtual environment."
walmart,,BD,walmart,"Walmart is a multinational retail corporation that operates several chains of discount department and warehouse stores.  The company’s segments include Walmart U.S., Walmart International, and Sam’s Club. The Walmart U.S. segment is a mass merchandiser of consumer products operating under the Walmart or Wal-Mart brands as well as walmart.com. It also offers digital services such as Vudu and InstaWatch. It offers a full line of grocery items, including meat, produce, deli, bakery, dairy, frozen foods, alcoholic and non-alcoholic beverages, floral, and dry grocery as well as consumables such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; health and wellness services such as pharmacy, optical, over-the-counter drugs, and clinical services; entertainment products, including electronics, toys, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid services, movies, music, video games, and books; stationery, automo..."
wec-energy-group,,F500,wec-energy-group,"They are one of the nation’s largest electric and natural gas delivery companies, with deep operational expertise, scale and financial resources to meet the region’s future energy needs. We focus on reliable service, customer satisfaction and shareholder value.  They’re privileged to provide vital services to nearly 4.4 million customers in Wisconsin, Illinois, Michigan and Minnesota. Their scale and geographic proximity allow for operating efficiencies across their 70,000 miles of electric distribution lines, 44,000 miles of natural gas distribution and transmission lines, and 8,800 megawatts of reliable power plant capacity.  We’re committed to delivering world-class reliability and the very best customer care – anywhere. Their  customers are at the heart of their business, and we work every day to help grow and support the communities we serve. As a Fortune 500 company, we value and develop our employees who are making a difference in a mission that matters."
welltower-inc.,,BD,welltower-inc,"Welltower™ is a recognized leader in providing consistent, low-cost capital to fund health care infrastructure and real estate. Welltower partners with leading seniors housing, post-acute care providers and health systems to fund innovative solutions designed to keep patients out of higher cost, higher acuity settings while delivering better treatment at lower cost.   Global demographic and social trends, notably the aging of the population, require vast investments and infrastructure development. The devastating impact of dementia on people and their families demands new solutions. Together with Welltower's operating partners, they're creating environments that help their partners meet the challenges of this complicated and rapidly changing environment.   Welltower has built a unique partnership model to fund and drive changes in how and where health care is delivered. It’s a win-win philosophy with a shared vision of helping people live and age well. There’s a special relationship between Welltower, those who operate their communities, and the patients and residents they serve. This philosophy is what makes Welltower the partner of choice in their industry.   Welltower™ believes in the power of bringing partners, ideas and resources together to support the evolution of health care to a more connected, lower-cost model. We convene partners across the continuum of care to build more connected models at the community level. Over 60% of Welltower's investments over the past five years have been targeted at growing our investments with existing partners.   Sustainability principles are critical to Welltower's ability to promote wellness. Welltower believes focusing on these principles leads to a more sustainable company, industry and society.   Welltower is deeply committed to incorporating environmentally friendly technologies and approaches in their real estate portfolio. Welltower makes annual investments to reduce their environmental impact, benchmark energy usage and set target reduction goals and work with their partners on additional energy-saving initiatives."
westrock-company,,F500,westrock,"WestRock Company (NYSE: WRK) aspires to be the premier partner and unrivaled provider of paper and packaging solutions in consumer and corrugated markets. WestRock’s 39,000 team members support customers around the world from more than 250 operating and business locations spanning North America, South America, Europe and Asia-Pacific.  MeadWestvaco announced that it would form a combined $16 billion company with RockTenn. The new company is titled WestRock."
whirlpool,,BD,whirlpool,"Whirlpool manufactures and markets major home appliances. The company’s principal products include laundry appliances, refrigeration and room air conditioning equipment, cooking appliances, dishwashers, mixers, and other small household appliances. It also produces hermetic compressors for refrigeration systems. 

In North America, the company markets and distributes major home appliances and portable appliances under various brand names. In the United States, it markets and distributes products primarily under the Whirlpool, Maytag, KitchenAid, Jenn-Air, Amana, Roper, Admiral, Affresh, and Gladiator brand names primarily to retailers, distributors, and builders. In Canada, the company markets and distributes major home appliances primarily under the Inglis, Admiral, Whirlpool, Maytag, Jenn-Air, Amana, Roper, Estate, and KitchenAid brand names. In Mexico, the company markets and distributes major home appliances primarily under the Whirlpool, Maytag, Acros, KitchenAid, and Supermatic brand names.

Whirpool was founded in 1911 and is headquartered in Benton Harbor, Michigan."
whole-foods,,BD,whole-foods-market,"My Street Grocery is a mobile grocery store focused on improving access to fresh, healthy food for all. The store sources goods from local producers in the Pacific Northwest. It also offers recipes, cooking guides and tips, hosting tips, and more. 

My Street Grocery is a part of Whole Foods Market based on Portland, Oregon."
williams,,BD,williams-international,"Williams International is the world leader in the development, manufacture and support of small gas turbine engines. The privately owned company is headquartered in Commerce Township, Michigan, where research and development (R&D) and repair and overhaul (R&O) also are based. A second facility, located in Ogden, Utah, is the most modern and efficient gas turbine design-to-production facility in the world.  Founded in 1955, Williams has expanded its development, test, production, and product support capabilities to create a large, versatile organization with the capacity to meet growth objectives in aviation, industrial and military markets. Williams is certified to ISO9000 and AS9100 standards. In their largest market—turbofan engines for general aviation—Williams has a product line covering every need from 1000 to 3600 pounds thrust.  The company culture of continuous improvement in all aspects of their business accounts for the success of each person and of the company. Williams International is privately owned, so the vision stays focused, communication is straightforward, decisions are made quickly, and efforts are concentrated efficiently. Resources are assigned when and where they are needed most, allowing the company to act quickly to lead its industry."
wipro,,BD,wipro,"Wipro Ltd. (NYSE:WIT) is a global information technology, consulting and outsourcing company with 160,000+ workforce serving clients in 175+ cities across 6 continents. The company posted revenues of $7.6 billion for the financial year ended Mar 31, 2015.   Wipro helps customers do business better by leveraging Wipro industry-wide experience, deep technology expertise, comprehensive portfolio of services and vertically aligned business model. Wipro's 55+ dedicated emerging technologies ‘Centers of Excellence’ enable them to harness the latest technology for delivering business capability to our clients.   Wipro is globally recognized for its innovative approach towards delivering business value and its commitment to sustainability. Wipro champions optimized utilization of natural resources, capital and talent. Today Wipro is a trusted partner of choice for global businesses looking to ‘differentiate at the front’ and ‘standardize at the core’ through technology interventions. In today’s world, organizations will have to rapidly reengineer themselves and be more responsive to changing customer needs. Wipro is well positioned to be a partner and co-innovator to businesses in their transformation journey, identify new growth opportunities and facilitate their foray into new sectors and markets.   Wipro Technologies, a division of Wipro Limited (NYSE:WIT) is is an Indian multinational provider of Information Technology services, Consulting and Business Process Outsourcing. It is the first PCMM Level 5 and SEI CMM Level 5 certified global IT services organization and has a worldwide presence with global centers across 54 countries. Wipro Technologies was recently assessed at Level 5 for CMMI V 1.2 across offshore and onsite development centers."
world-fuel-services-corporation,,F500,world-fuel,"World Fuel Services is a global leader in the downstream marketing and financing of aviation, marine, and ground transportation fuel products and related services. Their global team of local professionals delivers innovative fuel solutions and logistics at more than 8,000 locations around the world.  World Fuel Services are a single-source provider of fuel procurement, fuel management, credit and financing, and price risk management, as well as specialized segment capabilities such as aviation trip planning, bunkers quality control and technical support, and aviation and ground fuel bulk supply. Fueling Relationships is their 24 by 7 commitment."
wrigleys,,BD,wrigley,"Wrigley is a recognized leader in confections with a wide range of product offerings including gum, mints, hard and chewy candies, and lollipops. Wrigley's world-famous brands – including Extra®, Orbit®, Doublemint®, and 5™ chewing gums, as well as confectionery brands Skittles®, Starburst®, Altoids® and Life Savers® – create simple pleasures for consumers every day.   With operations in approximately 50 countries and distribution in more than 180 countries, Wrigley's brands bring smiles to faces around the globe. The company is headquartered in Chicago, Illinois, employs approximately 17,000 associates globally, and operates as a subsidiary of Mars, Incorporated. Based in McLean, Virginia, Mars has net sales of more than $30 billion, six business segments including Petcare, Chocolate, Wrigley, Food, Drinks, Symbioscience, and more than 70,000 Associates worldwide that are putting our Mars Principles into action to make a difference for people and the planet through our performance."
xpo-logistics,,F500,xpo-logistics,"XPO Logistics, Inc. (NYSE: XPO) is one of the fastest growing providers of transportation logistics services in North America. Our company's three business units – freight brokerage, expedited transportation and freight forwarding – use relationships with more than 22,000 ground, sea and air carriers to serve over 8,500 customers in the manufacturing, industrial, retail, commercial, life sciences and government sectors. XPO is built to deliver constant growth in truck capacity, passionate service and technological innovation through 62 locations in the United States and Canada.  XPO’s current revenue run rate represents only about 1% of the $50 billion addressable market. Our goal is to attain 10% market share over the next several years and rise through the ranks as a leading freight management provider. Our company was ranked as the 17th largest freight brokerage firm in North America in 2012, our expedited division is already a top five provider, and our freight forwarding division is building business through a revitalized network.*"
yahoo,,BD,yahoo-4,"The Yahoo! for Australia offering local & global search, free email, instant messaging, news, sport, travel, shopping, movies & music."
yoplait,,BD,yoplait,Yoplait is an internationally franchised brand of yogurt jointly owned by food conglomerate General Mills and French dairy cooperative Sodiaal.
youtube,,BD,youtube,"YouTube is a video-sharing website created in February 2005 by three former [PayPal](/company/paypal) employees: [Chad Hurley](/person/chad-hurley), [Steve Chen](/person/steve-chen) and [Jawed Karim](/person/jawed-karim).  YouTube enables users to upload, view and share videos. It uses [Adobe Flash](/product/adobe-flash) video and HTML5 technology to display a wide variety of user-generated video content, including video clips, TV clips, music videos, and amateur content such as video blogging, short original videos, and educational videos.  YouTube offers a variety of features, including playback, uploading, quality and codecs, and 3D video viewing. It also offers users the ability to view its videos on web pages outside their website. The videos on the site are playable on both [iOS](/product/ios) and [Android](/product/android) platforms. Unregistered users can watch videos, while registered users can upload an unlimited number of videos. Videos considered to contain potentially offensive content are available only to registered users affirming themselves to be at least 18 years old.  Most of the content on YouTube has not been uploaded by individuals, but by media corporations including [CBS](/company/cbs), [BBC](/company/bbc), [Vevo](/company/vevo), [Hulu](/company/hulu), Haber and other organizations that offer some of their material as part of the YouTube partnership program. Partners from major movie studios, record labels, web original creators, viral stars, and millions more all have channels on YouTube. YouTube is predominantly an ad-supported platform, but also offers rental options for a growing number of movie titles.  YouTube is currently based in [San Bruno, California](/location/san-bruno/151529f04640815f534f99a71c35ef01), and is available in 76 languages.  In November 2006, YouTube was acquired by [Google](/company/google) and now operates as a Google subsidiary."
yum-brands,,F500,yum-brands-inc,"Yum! Brands isn’t your average Fortune 250 company. We like to do things a little differently. From our world-famous culture of fun and recognition to our focus on your career potential, Yum! puts a unique stamp on day-to-day business. As the world’s largest restaurant company, Yum! Brands, Inc. has over 39,000 restaurants in more than 130 countries and territories and more than 1 million associates worldwide. The Company's brands - KFC, Pizza Hut and Taco Bell– are the global leaders of the chicken, pizza and Mexican-style food categories.

 What makes Yum! a great place to work? It's our people. That's why we invest in people capability so they can make the most of their career. With a diverse workforce and ongoing opportunities for personal and professional success, we've built a culture that rewards and recognizes great effort while providing the work/life balance that is so important to all of us.

 Around the globe, we bring people together to have fun and to celebrate special occasions. Our restaurant support centers are no different! Our passion for hospitality and making people feel welcomed knows no bounds. We say “hi!” in the hallway, we tell people how much we appreciate their contributions and we celebrate each other’s achievements.

 Whether it’s chattering-teeth trophies or an “open door” atmosphere, we’ve made sure Yum! remains an un-corporate corporation. We’re a team, yet we take a tremendous amount of pride in each individual, and believe in acknowledging a job well done on every level. Here, we don’t stop until we have breakthrough results, so we encourage you to master your skill set, while constantly expanding your expertise. This tried-and-true practice keeps every day dynamic and encourages long, rewarding careers."
zimmer,,BD,zimmer-holdings,"Founded in 1927 and headquartered in Warsaw, Indiana, Zimmer designs, develops, manufactures and markets orthopaedic reconstructive, spinal and trauma devices, dental implants, and related surgical products."
colgate,,BD,Colgate-palmolive,"Colgate-Palmolive Company (Colgate) is a consumer products company whose products are marketed in over 200 countries and territories throughout the world. It operates in two segments: Oral, Personal and Home Care and Pet Nutrition. Oral Care business products include Colgate Total, Colgate Sensitive Pro-Relief, Colgate Max Fresh, Colgate Optic White and Colgate Luminous White toothpastes, Colgate 360° manual toothbrushes and Colgate and Colgate Plax mouth rinses. Colgate's Oral Care business also includes dental floss and pharmaceutical products for dentists and oral health professionals. Its Personal Care products also include Palmolive, Softsoap and Sanex brand shower gels, Palmolive, Irish Spring and Protex bar soaps and Speed Stick, Lady Speed Stick and Sanex deodorants and antiperspirants. It sells liquid hand soap under the Palmolive, Protex and Softsoap brands. Colgate, through its Hill's Pet Nutrition segment (Hill's), manufactures pet nutrition products for dogs and cats."
disney,,IB,,
eaton,,BD,,
ebay,,BD,,
goldman-sachs,,BD,,
hilton,,BD,,
honda,,IB,,
hyundai,,IB,,
kia,,IB,,
masco,,BD,,
mckinsey,,BD,,
mosaic,,F500,,
motorola,,BD,,
mtv,,BD,,
nestle,,IB,,
paypal,,BD,,
phillips,,IB,,
prudential,,BD,,
purina,,BD,,
regions,,BD,,
sunoco,,BD,,
the-north-face,,BD,,
walgreens,,BD,,
walt-disney,,BD,,
wells-fargo,,BD,,
crown-holdings-inc,,BD,,
jetblue-airways-corporation,,F500,,
reinsurance-group-of-america,,F500,,
sealed-air-corporation,,F500,,
sonic-automotive,,F500,,
bacardi,,BD,,
bd,,BD,,
cadbury,,BD,,
camel,,BD,,
coach,,BD,,
7up,,BD,,
abc," The ABC Television Network is home to the Emmy-winning ""Modern Family"" and comedy favorite ""The Middle""; reality phenomenon ""Shark Tank"" and long-running hit ""Dancing with the Stars""; ""General Hospital,"" along with daytime talk shows ""The View"" and ""The Chew""; and late-night talk show ""Jimmy Kimmel Live!"" The network also boasts some of television's most prestigious awards shows, including The Oscars, the Country Music Awards, The American Music Awards and The Billboard Music Awards.

ABC Studios is a leader in the development, production and strategic distribution of entertainment content and is the key content provider for the ABC Entertainment Group. The studio's current hits include ""Grey's Anatomy,"" ""Marvel's Agents of S.H.I.E.L.D.,"" ""Designated Survivor,"" ""Once Upon a Time,"" ""Speechless,"" ""Scandal,"" ""American Crime"" and more series that air on other networks.",BD,abc,"ABC is a media company that develops, produces, and distributes entertainment content on television and online.

The company offers WATCH ABC, a live stream service that allows its users to view its network live or on-demand on various devices such as smartphones, tablets, and computers.

ABC was purchased by Capital Cities in 1985 and became Capital Cities/ABC until the Walt Disney Company purchased Capital Cities in 1996. The company was founded in 1946 and is based in New York, United States. It operates as a subsidiary of The Walt Disney Company."
abm,"A Well-Run Facility Produces Great Customer Experiences
You Can Rely on ABM to Deliver Exceptional Facility Services
Your Facility Impacts Your Customers’ Experience

Whether your customer is a student, employee, patient, tenant, traveler or guest, they will form an opinion about your company based on their experience at your facility.

Here’s an example in Aviation,
one of the many industries we serve
Your Customers Have High Expectations

Your customers expect quick and hassle-free parking, to be greeted courteously, and to enter a clean, comfortable, and well functioning building.

When this occurs, they will leave with a positive experience.
Your Customers’ Experience is Important to Us

We are dedicated to delivering facility services that improve customer experiences and provide a great, long-lasting impression of your company and facility.

Through engaged employees, who are focused on our mission:

To make a difference, every person, every day

Since 1909, we’ve been dedicated to providing exceptional customer experiences and extending the life of building assets.

We serve thousands of clients across the U.S. and in more than 20 international locations.

Through Our Comprehensive Facility Services

If you would like to speak with a facility solutions expert or have other inquiries, please click below:              

Building Value With Integrated Facilities Solutions

ABM (NYSE: ABM) is a leading provider of facility solutions with revenues of approximately $5.1 billion and over 100,000 employees in 300+ offices throughout the United States and various international locations. ABM’s comprehensive capabilities include janitorial, electrical & lighting, energy solutions, facilities engineering, HVAC & mechanical, landscape & turf, mission critical solutions and parking, provided through stand-alone or integrated solutions. ABM provides custom facility solutions in urban, suburban and rural areas to properties of all sizes — from schools and commercial buildings to hospitals, data centers, manufacturing plants and airports. ABM Industries Incorporated, which operates through its subsidiaries, was founded in 1909. For more information, visit www.abm.com.

 ABM (NYSE: ABM) is a leading provider of facility solutions with revenues of approximately $5.1 billion and over 100,000 employees in 300+ offices throughout the United States and various international locations.

ABM’s comprehensive capabilities include janitorial, electrical & lighting, energy solutions, facilities engineering, HVAC & mechanical, landscape & turf, mission critical solutions and parking, provided through stand-alone or integrated solutions.

ABM provides custom facility solutions in urban, suburban and rural areas to properties of all sizes — from schools and commercial buildings to hospitals, data centers, manufacturing plants and airports. ABM Industries Incorporated, which operates through its subsidiaries, was founded in 1909.


Since 1909, we have been dedicated to extending the life of your building assets and providing an exceptional experience for your customers.

We serve thousands of clients across the U.S. and in more than 20 international locations.

Our Passion Is Building Value, for You and Your Customers

Each and every day, our mission is to build value for your business by helping you decrease operating costs, reduce customer complaints, and improve your customer’s overall experience.

We Live by Our Core Values

They’re not philosophical. They’re how we do business.

Our employees put them into action every day.
 
We Have the Greatest Respect for Our Employees

We employ more than 100,000 skilled and hardworking people, and we have the greatest respect for them. We meet and exceed legal, union, and staff demands for safe working conditions and
career growth.

And, we treat everyone justly and fairly because happy employees result in happy clients.
We Deliver Customized Solutions

Generic facility services don’t work because you have unique needs.

That’s why we start with understanding your challenges and then leverage our deep industry expertise to provide you with customized
facility solutions.

In 1909, ABM began as a modest window cleaning business. Through organic growth and strategic acquisitions, we’ve become much more.

We’ve expanded our platform with integrated services and new core capabilities in energy efficiency, healthcare support services, aviation services,
mission-critical solutions, and more.
Award-Winning Technology

We’re leveraging our award-winning technology to drive efficiencies through workforce automation, enabling 100% paperless operations, driving innovations in automated parking collections, and much more.

Service Quality Driven by Training & Technology

What can you expect from ABM? Excellence.

Service is our product, and we put our hearts into it. Some companies give clients only what’s contractually required. But that’s not us. Going “above and beyond” might sound like a cliché, but it’s what we do.
Technology Ensures Best Practices

Our latest “operations-on-the-go” technology, ABM MPower™, allows our employees to manage janitorial, facility engineering, and parking services with greater efficiency, and to analyze trends that lead to process and quality improvements.


Our Passion Is Building Value For You & Your Customers

Today’s ABM is about Building Value® — encompassing the thousands of physical assets we service and maintain as well as the value we create by improving your customer’s experience in your facilities.",F500,abm-industries,"ABM Industries Incorporated (ABM) is a provider of integrated facility solutions. The Company provides end-to-end integrated facilities management services to thousands of commercial, governmental, industrial, institutional, residential, and retail client facilities in hundreds of cities, primarily throughout the United States. Its ABM’s capabilities include facility services, energy solutions, commercial cleaning, maintenance and repair, heating, ventilation, and air conditioning (HVAC), electrical, landscaping, parking and security, through stand-alone or integrated solutions. The Company segments include Janitorial, Facility Services, Parking, Security, Building & Energy Solutions, and Other. On November 1, 2012, it acquired Air Serv Corporation (Air Serv), a provider of facility solutions services for airlines, airports, and freight companies, and HHA Services, Inc. On November 1, 2012, ABM Building Services acquired the operations of Calvert-Jones."
