name,url,brand_identity,source,cb_id,cb_desc,logo_file,logo_url
 reynolds-american,http://www.reynoldsamerican.com/,"Reynolds American Inc. and its operating companies are leading the transformation of the tobacco industry. At each operating company, we are in a position to help resolve many of the controversial issues related to the use of tobacco. Committing ourselves to resolving these issues is the right thing to do and will ultimately advance our commercial objectives.    Transforming tobacco is a bold vision that we believe in, and our journey is well under way. We are moving our businesses forward with a full appreciation of stakeholder expectations.    Our goal is to ultimately achieve market leadership by effectively executing this transformation strategy. We will lead change in our industry by driving innovation throughout RAI's businesses, redefining enjoyment for adult tobacco consumers, reducing the harm caused by smoking, and accelerating the decline in youth tobacco use.    We are committed to meeting society's expectations for how a tobacco company should operate, while growing our businesses -- now and over the long term.",F500,reynolds,Reynolds is a Manufacturing company.,reynolds-american.png,http://www.columbia.edu/~rtd2118/logos/reynolds-american.png
 rite-aid-corporation,https://www.riteaid.com/,"Our Vision - What we aspire to be. Customers confidently choose us first for their everyday health and wellness needs because we consistently understand and exceed their expectations.  Our Mission - Our plan to get there. To improve the health and wellness of our communities through engaging experiences that provide our customers with the best products, services and advice to meet their unique needs.",F500,rite-aid,"Rite Aid Corporation is one of the nation's leading drugstore chains with approximately 4,700 stores in 31 states and the District of Columbia, with a strong presence on both the East and West coasts, and 91,000 associates. Rite Aid is the largest drugstore chain on the East Coast and the third largest drugstore chain in the U.S. The company is publicly traded on the New York Stock Exchange under the ticker RAD.",rite-aid-corporation.png,http://www.columbia.edu/~rtd2118/logos/rite-aid-corporation.png
 rockwell-automation,http://www.rockwellautomation.com,"Rockwell Automation, the world's largest company dedicated to industrial automation, makes its customers more productive and the world more sustainable. Throughout the world, our flagship Allen-BradleyХС and Rockwell SoftwareХС product brands are recognized for innovation and excellence.",BD,rockwell-automation,"Rockwell Automation, the world's largest company dedicated to industrial automation and information, makes its customers more productive and the world more sustainable. Throughout the world, their flagship Allen-Bradley  and Rockwell Software  product brands are recognized for innovation and excellence.",rockwell-automation.jpg,http://www.columbia.edu/~rtd2118/logos/rockwell-automation.jpg
 ross-dress-for-less,https://www.rossstores.com/,"Since 1982, our focus has been on bringing our customers a constant stream of high quality department and specialty store brands at extraordinary savings a.k.a. bargains, while providing an easy, fun and organized shopping experience. So what's our secret? We're big--as the nation's largest off-price retail chain, we have a great deal of purchasing power. We're savvy--our buyers search the globe for the best brands and latest styles. We work directly with manufacturers to negotiate the best deals! We believe in  _no frills Э--no window displays, mannequins, fancy fixtures or decorations in our stores so we can pass more savings on to our customers. We love new buys--we keep it simple so we can get the great buys into our stores quickly which means almost every day!",BD,ross-stores-inc,"Ross Stores, Inc. is an off-price apparel and home fashion chain in the United States. The Company operates two brands of off-price retail apparel and home fashion stores: Ross Dress for Less (Ross) and dd's DISCOUNTS. Ross offers designer apparel, accessories, footwear, and home fashions for the entire family at everyday savings of 20% to 60% off department and specialty store regular prices. Its merchandise offerings also include, but are not limited to, small furniture and furniture accents, educational toys and games, luggage, gourmet food and cookware, watches, and sporting goods. As of February 1, 2014, it operated 130 dd's DISCOUNTS stores in 10 states that features brand apparel, accessories, footwear, and home fashions for the entire family at everyday savings of 20% to 70% off moderate department and discount store regular prices. At February 1, 2014, it operated a total of 1,276 stores, of which 1,146 were Ross locations in 33 states, the District of Columbia and Guam.",ross-dress-for-less.jpg,http://www.columbia.edu/~rtd2118/logos/ross-dress-for-less.jpg
 royal-caribbean-cruises,https://www.royalcaribbean.com/,"Royal Caribbean International is known for driving innovation at sea and has continuously redefined cruise vacationing since its launch in 1969. Each successive class of ships is an architectural marvel and pushes the envelope of what is possible on a cruise ship. Onboard, the global cruise line has debuted countless industry  _firsts Э  _ such as rock climbing, ice skating and surfing at sea  _ to capture the imagination of families and adventurous vacationers alike. Throughout, guests sail on exciting itineraries to some of the world's most popular destinations and enjoy Royal Caribbean's friendly and engaging service. We have a common passion for creative thinking, innovative engineering and outstanding guest service that drives continuous improvement in everything we do. The entire Royal Caribbean family is committed to the legacy of hospitality and culture of innovation that is at the core of our guest service, the protection of our natural environment and responsible citizenship in our global community.",BD,royal-caribbean-international,"Royal Caribbean International is a cruise line brand famous for its vessel, Oasis of the Seas. The line offers many an onboard amenity, including rock-climbing walls, ice-skating rinks, the Royal Promenade, a main boulevard of shops, restaurants, and lounges that run the length of the ship.  Royal Caribbean International is headquartered in Miami, Florida.",royal-caribbean-cruises.png,http://www.columbia.edu/~rtd2118/logos/royal-caribbean-cruises.png
 rr-donnelley-and-sons-co,http://www.rrdonnelley.com/,"Change and challenge have been our companions for more than 150 years. We have and will continue to evolve as we embrace the changes that are redefining our industry and continually seek new and better approaches to manage the communication solutions that keep businesses and organizations running.    From the sole proprietor on Main Street to the largest corporation, every one of our customers is important to us. We embark on every project with the desire to discover new ways of working, communicating, and helping our customers create the connected experiences that drive success. We're always working to help our customers deliver the right message in the right way at the right time -- every time.    We are on a mission to enable the future of innovative communications -- we are RR Donnelley.",BD,rr-donnelley,"RR Donnelley (Nasdaq:RRD) is a global provider of integrated communications. The company works collaboratively with more than 60,000 customers worldwide to develop custom communications solutions that reduce costs, drive top-line growth, enhance ROI and increase compliance. Drawing on a range of proprietary and commercially available digital and conventional technologies deployed across four continents, the company employs a suite of leading Internet based capabilities and other resources to provide premedia, printing, logistics and business process outsourcing services to clients in virtually every private and public sector.",rr-donnelley-and-sons-co.jpg,http://www.columbia.edu/~rtd2118/logos/rr-donnelley-and-sons-co.jpg
 ryder-system,https://ryder.com/,"Ryder operates behind the scenes, managing critical fleet, transportation and supply chain functions for over 50,000 customers, many of which make the products that consumers use every day. When you choose Ryder, you get access to industry-leading technology, one of North America's largest fleet of trucks, an expansive infrastructure of maintenance facilities and warehouses, and some of the most talented people in the industry.",F500,ryder-systems,"Ryder System, Inc. is a leading provider of commercial transportation, logistics, and supply chain management solutions, serving customers throughout North America, Europe and Asia. Over the past 80 years, Ryder has earned a reputation for delivering solutions that ease complexity and increase efficiency for companies of all sizes. An industry-leading FORTUNE  500 company, Ryder's products and services encompass everything from fleet management to large-scale supply chain solutions and turnkey transportation solutions, making commerce flow more efficiently, reliably, and safely for everyone.   Ryder Fleet Management Solutions (FMS) provides leasing, truck rentals, used vehicle sales, maintenance, fuel and safety services to help customers deliver top-line service with bottom-line savings and one-stop simplicity. Ryder Supply Chain Solutions (SCS) manages the flow of goods from the acquisition of raw materials to the delivery of finished products. Ryder Dedicated provides turnkey transportation solutions that combine vehicles, drivers, routing and scheduling to help businesses run lean, stay safe and increase agility.",ryder-system.png,http://www.columbia.edu/~rtd2118/logos/ryder-system.png
 sabre,https://www.sabre.com/,Sabre technology is as essential to travel as air and water are essential to life. We are one of the world's largest software companies. We were Big Data long before that was a buzzword. We created the world's largest electronic marketplace when Amazon was just a river in Brazil. What started as a joint initiative between American Airlines and IBM to create the world's first computerized airline reservation system in 1960 has since evolved into a technology ecosystem that touches almost every stage of your travel experience.,BD,sabre-holdings,"Founded in 1960, Sabre is a technology solutions provider to the global travel and tourism industry. It offers a broad range of technology solutions including, data-driven business intelligence, mobile, distribution and Software-as-a-Service solutions which are used by travel suppliers (airlines, hotels, car rental outlets, railways, cruise lines and tour operators) and travel buyers (travel agencies, travel management companies and corporate travel departments) to plan, market, sell, serve and operate their business.  In 2013, Sabre's technology processed over $100 billion of estimated travel spending and more than 1.1 trillion system messages. Headquartered in Southlake, Texas, USA, Sabre has a presence in approximately 60 countries around the world. We serve our customers through cutting-edge technology developed in six facilities located across four continents. Sabre is privately owned by TPG and Silver Lake Partners.  The company operates three businesses: Sabre Airline Solutions, Sabre Hospitality Solutions and Sabre Travel Network.  The first passenger reservations system offered by Sabre, installed in 1960, marked a dramatic leap forward for the airline industry, automating one of its key business areas. In the following years, Sabre Airline Solutions pioneered technological advances in areas such as revenue management, pricing, flight scheduling, cargo, flight operations and crew scheduling. Sabre helped invent electronic commerce for the travel industry, they hold claim to progressive solutions that defined  and continue to modernize  the travel and transportation marketplace.",sabre.jpg,http://www.columbia.edu/~rtd2118/logos/sabre.jpg
 safeway,http://www.safeway.com/,"All of our stores were founded around the philosophy of offering customers the products they wanted to buy at a fair price, with lots of tender, loving care. We still open our doors every day today with that in mind, and because of it, we run really great stores.    We actively pursue growth through leadership in environmental, socially responsible and ethical business practices. Corporate social responsibility is core to our operating philosophy, and that commitment drives our dedication to People, Products, Community and the Planet. That commitment extends to our supply chain, and our suppliers play a critical role in ensuring that we manage our business in a responsible manner.",BD,safeway,"Shop online for groceries, find out about our grocery stores, get health and nutritional information, and find all recipes and meals ideas.",safeway.jpg,http://www.columbia.edu/~rtd2118/logos/safeway.jpg
 salesforce,https://www.salesforce.com,"We're the #1 CRM platform that's bringing artificial intelligence to everyone. Create deeper relationships with your customers using the world's first CRM solution that's available with Einstein AI -- it uses your Salesforce data to constantly get smarter, making you more productive and your customers happier. We're obsessed with our customers' success and take pride in their achievements. We respect and value employees from every background, and we thrive as a result.",BD,salesforce,"Salesforce is a global cloud computing company that provides business software on a subscription basis. It is best known for its on-demand customer relationship management (CRM) solutions. It offers users with a customer community, partner community, developer community, and an app exchange marketplace. Salesforce provides its products and services to various industries, including healthcare, finance, life sciences, automotive, media, retail, manufacturing, and communications.   Saleforce's products portfolio includes Sales Cloud: a platform that enables users to track customer information and interactions in one place via its contact management, opportunity management, sales collaboration, and sales performance management services; Service Cloud: tools that enable users to access personalized, 24/7, and intelligent customer service, along with multichannel support; Marketing Cloud: a platform that offers email, mobile, and social media marketing services, along with web personalization and advertising services; Community Cloud: an online collaboration platform that connects customers, partners, and employees; and Analytics Cloud: a platform that enables users to share datasets and insights, access them and find answers for their questions, and collaborate with their teams via any device.   Data.com is a cloud-based automated system with an online business directory of companies and business professionals that enables users to acquire and manage CRM records within a user's Salesforce.com account. Desk.com is a cloud-based helpdesk system for interacting with customers and solving customer issues. Pardot is a B2B marketing automation tool that enables users to optimize deliverability rates, target emails to specific audience, and test the success rate of email content. Chatter connects employees with appropriate files, data, and expert help to handle their work.   The Salesforce1 platform brings together Salesforce.com, Force.com, Heroku, and ExactTarget into one family of cloud services. Salesforce.com provides companies with an interface for case management and task management, and a system to automatically route and escalate important events. Force.com is a platform as a service (PaaS) that allows developers to create multitenant add-on applications. Heroku is an app development platform.   Salesforce was founded by Parker Harris and Marc Benioff in 1999 and is based in California, United States.",salesforce.png,http://www.columbia.edu/~rtd2118/logos/salesforce.png
 sams-club,https://www.samsclub.com/sams/pagedetails/content.jsp?pageName=about-our-ads&xid=ftr:about-our-ads,"Some websites where we advertise belong to ad networks that use your web browsing history to choose which ads to display on their network websites; these ads include advertising for Sam's Club. Sam's Club only advertises with networks that are members of the Network Advertising Initiative (NAI). Other websites where you see our ads, such as Facebook, may use interest preferences that you have chosen on those sites, as well as registration and other information about you, to choose which ads to display to you.",BD,sams-club,"Sam's Club is a membership warehouse club, a limited-item business model that offers their members quality products at an exceptional value unmatched by traditional retail.   Instead of stocking every item in every available brand, Sam's Club merchants do the homework for our members, stocking the right products and purchasing them in large quantities, passing on the savings to our members. Sam's Club also reduces costs by maintaining a simple shopping environment, often displaying their merchandise on shipping pallets so they can move new items in just as quickly as they move out.   Sam's Club also provides a variety of member services toe extend the value of membership, such as Instant Savings, Cash Rewards, 5-3-1 cash back MasterCard, free monthly health screenings, daily    Tastes & Tips   sampling demonstrations and members-only savings on travel, prescriptions and fuel. Sam's Club offers several convenience services tailored to the needs of small business owners, too, including small business loans and online solutions for critical business operations like payroll and HR, legal, accounting, digital marketing and health care needs.   Sam's Club's founder Sam Walton was the most notable business leader of his time   but no matter how much success he achieved, he never forgot where it all started. Once a humble entrepreneur with a successful five-and-dime, Mr. Sam knew firsthand the challenges of running a small business.   Passionate for leadership through service, Mr. Sam wanted to leverage his resources to help other entrepreneurs like himself access the products and services they needed to make their small businesses succeed. That's why in 1983, he opened the first Sam's Club in Midwest City, Okla.   Today, Sam's Club wants to be the most valuable membership club in the world for their members. Sam's Club has grown to offer solutions not just for entrepreneurs and small businesses, but also for families and everyday living. As the nation's eighth largest retailer based on annual net sales, Sam's Club serves millions of members at SamsClub.com and 650+ locations across the U.S. and Puerto Rico. Sam's Club also has locations in Brazil, China and Mexico.",sams-club.png,http://www.columbia.edu/~rtd2118/logos/sams-club.png
 samsung,http://www.samsung.com,"For over 70 years, Samsung has been dedicated to making a better world through diverse businesses that today span advanced technology, semiconductors, skyscraper and plant construction, petrochemicals, fashion, medicine, finance, hotels, and more. Our flagship company, Samsung Electronics, leads the global market in high-tech electronics manufacturing and digital media.    Through innovative, reliable products and services, talented people, a responsible approach to business and global citizenship, and collaboration with our partners and customers, Samsung is taking the world in imaginative new directions.",IB,samsung-electronics,"Samsung Electronics is a South Korean multinational electronics company engaged in consumer electronics, information technology and mobile communications, and device solutions businesses worldwide.  The company develops, manufactures, and sells various consumer products, including mobile phones, tablets, televisions, Blu-ray players, DVD players, home theater systems, digital cameras, and camcorders; home appliances such as refrigerators, air conditioners, washing machines, ovens, and dishwashers; PCs, peripherals, and printers comprising tablet PCs, notebooks, monitors, optical disc drives, printers, and computers; memory and storage products such as solid state drives and memory cards; and accessories.  The company also provides healthcare and medical equipment comprising ultrasound, digital X-ray, and in-vitro diagnostics; telecommunications infrastructures, including wireless and enterprise network systems; standalone mobile APs for smartphones, CMOS image sensors for mobile cameras, and display driver and smart card ICs; LCD display panels and OLED panels for mobiles; and LED lighting solutions that include LED packages, LED display modules, LED light engines, and LED retrofit lamps. In addition, it is engaged in cyber game match hosting; technology business venture capital investments; the manufacture of semiconductor components; semiconductor equipment businesses; the sponsoring of sports teams and games; and credit management activities.  Samsung Electronics also provides repair services for electronic devices as well as general logistics agency, consultation, and communication system services. It has operations in Korea, China, Latin and North America, Europe, the Asia Pacific, and Africa.  Samsung Electronics was founded in 1969 as a subsidiary of Samsung Group and is headquartered in Suwon, South Korea.",samsung.png,http://www.columbia.edu/~rtd2118/logos/samsung.png
 sandisk,https://www.sandisk.com/,"The world of digital content grows exponentially every day. From mobile devices to data centers, SanDisk delivers the peace of mind that data is readily available and reliable, even in the most challenging environments.  Our pioneering technology is used by top electronics companies and can be found in enterprise data centers worldwide, so consumers can be confident their important data is at their fingertips",BD,sandisk,"SanDisk designs, develops, manufactures, and markets data storage solutions in the United States and internationally.",sandisk.jpg,http://www.columbia.edu/~rtd2118/logos/sandisk.jpg
 sanmina-corporation,http://www.sanmina.com,"Sanmina makes some of the most complex and innovative optical, electronic and mechanical products in the world. Recognized as a technology leader, Sanmina provides end-to-end design, manufacturing and logistics solutions, delivering superior quality and support to Original Equipment Manufacturers (OEMs) primarily in the communications networks, computing and storage, medical, defense and aerospace, industrial and semiconductor, multimedia, automotive and clean technology sectors.",F500,sanmina-corporation,"Sanmina Corporation (Nasdaq: SANM) is a leading integrated manufacturing solutions provider serving the fastest-growing segments of the global Electronics Manufacturing Services (EMS) market. Recognized as a technology leader, Sanmina Corporationprovides end-to-end manufacturing solutions, delivering superior quality and support to Original Equipment Manufacturers (OEMs) primarily in the communications networks, defense and aerospace, industrial and semiconductor systems, medical, multimedia, computing and storage, automotive and clean technology sectors. Sanmina Corporation has facilities strategically located in key regions throughout the world.",sanmina-corporation.png,http://www.columbia.edu/~rtd2118/logos/sanmina-corporation.png
 santander,http://www.santander.com/csgs/Satellite/CFWCSancomQP01/en_GB/Corporate/About-The-Group/Corporate-culture.html?wpid=1278701177014,"Simple, Personal & Fair embodies how all Santander's professionals think and operate, and represents what our customers expect of us as a bank. It defines how we conduct business and take decisions, and the way in which we interact with customers, shareholders and society.",IB,santander-bank-2,"Santander Bank, N.A. All rights reserved. Santander Bank, N.A. is a Member FDIC and an Equal Housing Lender. Santander, Santander Bank, the Flame Logo, Santander Select (And Design), Santander Universities (And Design), Santander Shareholders (And Design), Santander Rewards, Bravo, Sphere, Express Cash Pack, Flexlock, Extra 20 and A Bank For Your Ideas are registered trademarks, and Santander Select, Santander Cash Rewards, Santander Universities, Santander Shareholders, Santander Advance, Santander Passport, Passport, I (Heart) My Bank, I Love My Bank, and Real Change, are service marks, of Banco Santander, S.A. or its affiliates or subsidiaries in the United States or other countries.",santander.png,http://www.columbia.edu/~rtd2118/logos/santander.png
 sap,https://www.sap.com/,"As the market leader in enterprise application software, SAP is at the center of today's business and technology revolution. SAP helps you streamline your processes, giving you the ability to use live data to predict customer trends  _ live and in the moment. Across your entire business. When you run live, you run simple with SAP.    SAP's vision is to help the world run better and improve people's lives. This is our enduring cause; our higher purpose.     Our customers look to us to help them Run Simple  _ to seamlessly connect people and technology, real-time. We help them re-imagine business and life to drive meaningful impact globally. With SAP HANA as the great simplifier, our customers are creating breakthroughs that solve complex, intractable problems.",IB,sap,"SAP is a technology company that develops enterprise application software for companies and industries across diverse sectors.  The company offers solutions covering various lines of businesses, including asset management, commerce, finance, human resources, manufacturing, marketing, sales, services, sourcing and procurement, supply chain, and sustainability as well as research and development, and engineering. It provides enterprise application software to various industries, including consumer, discrete manufacturing, public services, energy and natural resources, financial services, and many other services.  In addition, the company offers SAP HANA, a platform that combines database, data processing, and application platform capabilities as well as simplifies application development and processing across big data sources and structures; and SAP HANA Cloud Platform which enables ease and flexibility in building, extending, and integrating business applications available to its partners, customers, and third-party developers. It also provides SAP Business Suite and SAP Business Warehouse as well as custom SAP HANA applications in the company's cloud data centers.  Additionally, the company provides analytic solutions such as enterprise business intelligence, agile visualization, and advanced analytics for information and data needs. It also offers design, rapid deployment, and custom development; support services, software updates, and enhancements; and consulting and training services.  SAP was founded in 1972 and is headquartered in Walldorf, Germany.",sap.png,http://www.columbia.edu/~rtd2118/logos/sap.png
 schlumberger,http://www.slb.com,"Schlumberger is the world's leading provider of technology for reservoir characterization, drilling, production, and processing to the oil and gas industry. Working in more than 85 countries and employing approximately 100,000 people who represent over 140 nationalities, Schlumberger supplies the industry's most comprehensive range of products and services, from exploration through production and integrated pore-to-pipeline solutions for hydrocarbon recovery that optimize reservoir performance",BD,schlumberger,"Schlumberger Limited is the world's largest oilfield services corporation operating in approximately 80 countries, with about 80,000 people of 140 nationalities. Schlumberger supplies a wide range of products and services from seismic acquisition and processing to formation evaluation, well testing and directional drilling, well cementing and stimulation, artificial lift, well completions and consulting, and software and information management. Schlumberger also provides similar products and services for the groundwater industry.    Operating revenue in 2008 was US $27.16 billion with a market capitalization as of October 17, 2008, of US $59.3 billion.",schlumberger.jpg,http://www.columbia.edu/~rtd2118/logos/schlumberger.jpg
 seaboard-corporation,https://www.seaboardcorp.com/,"As an integrated food company, Seaboard Foods is a leading U.S. hog producer and pork processor, and produces and sells fresh, frozen and processed pork products to further processors, food service operators, grocery stores, retail outlets and other distributors in the United States.     Seaboard Corporation, its subsidiaries and affiliates, strictly adhere to the principles of fairness and ethical conduct. We are committed to the highest standards of personal and professional conduct.    Today, Seaboard operates globally through a network of integrated service oriented companies. Seaboard Corporation is comprised of a group of uniquely integrated and innovative companies with a broad global presence.    We are committed to delivering extraordinary value to our customers across all of our business lines with the highest degree of integrity, honesty, and professional conduct.",F500,seaboard-corporation,"Seaboard Corporation is a unique company with a rich history dating back more than 90 years. Although the company has evolved over time through acquisitions, partnerships and internal growth, its roots are in grain and agriculturally derived products. Common to all their  endeavors, they strive to distinguish the industries they  select.",seaboard-corporation.jpg,http://www.columbia.edu/~rtd2118/logos/seaboard-corporation.jpg
 seagate,http://www.seagate.com/,"Seagate is deeply rooted in the history and heritage of the storage industry. Over the past 35 years, we have evolved the way storage technology works, progressing from the mass production of the 5.25 Э disk drive--which allowed the accessibility of the personal computer--to innovating cloud storage solutions.    Seagate recognizes that data has evolved from static information stored and forgotten, to a living entity that drives every interaction of every day. We are creating solutions to fit the increasing needs and demands of our data-driven society, and we invite you to explore our solutions and share the journey.",BD,seagate,"Seagate offers consumers and businesses with data storage solutions to create, share, and preserve digital content. It designs, develops, and manufactures external and internal hard disk drives and associated software products. It sells its disk drives primarily to major original equipment manufacturers (OEMs), distributors, and retailers.  The company produces a range of disk drive products addressing enterprise applications, where its products are designed for enterprise servers, mainframes and workstations; client compute applications, where its products are designed for desktop and notebook computers; and client non-compute applications, where its products are designed for a range of end user devices such as digital video recorders (DVRs), personal data backup systems, portable external storage systems, and digital media systems. In addition to manufacturing and selling disk drives, it provides data storage services for small- to medium-sized businesses, including online backup, data protection, and recov...",seagate.jpg,http://www.columbia.edu/~rtd2118/logos/seagate.jpg
 sealed-air-corporation,https://sealedair.com/,"In 1957, Alfred W. Fielding and Marc Chavannes set out to create a new wall covering by laminating two plastic sheets with air bubbles in between. Although their invention never caught on as interior decor, the two men discovered their new material's light weight and insulating properties were very useful--first as greenhouse insulation and then as the packing material we now know as Bubble WrapХС. In 1960, Fielding and Chavannes founded Sealed Air Corporation with Bubble WrapХС as the company's signature brand.",F500,sealed-air-corporation,"Sealed Air Corporation creates a world that feels, tastes and works better. In 2013, the Company generated revenue of approximately $7.7 billion by helping our customers achieve their sustainability goals in the face of today's biggest social and environmental challenges. Our portfolio of widely recognized brands, including Cryovac brand food packaging solutions, Bubble Wrap brand cushioning and Diversey_в cleaning and hygiene solutions, ensures a safer and less wasteful food supply chain, protects valuable goods shipped around the world, and improves health through clean environments. Sealed Air has approximately 25,000 employees who serve customers in 175 countries. To learn more, visit www.sealedair.com.",sealed-air-corporation.png,http://www.columbia.edu/~rtd2118/logos/sealed-air-corporation.png
 sears-holdings-corporation,https://searsholdings.com/,"Sears Holdings Corporation (NASDAQ: SHLD) is a leading integrated retailer focused on seamlessly connecting the digital and physical shopping experiences to serve our members - wherever, whenever and however they want to shop. Sears Holdings is home to Shop Your WayХС, a social shopping platform offering members rewards for shopping at Sears and Kmart as well as with other retail partners across categories important to them. The company operates through its subsidiaries, including Sears, Roebuck and Co. and Kmart Corporation, with full-line and specialty retail stores across the United States.",F500,sears-holdings-corporation,"Sears Holdings Corporation is the nation's fourth largest broadline retailer with approximately 3,900 full-line and specialty retail stores in the United States and Canada. Sears Holdings is the leading home appliance retailer as well as a leader in tools, lawn and garden, home electronics and automotive repair and maintenance. Key proprietary brands include Kenmore, Craftsman and DieHard, and a broad apparel offering, including such well-known labels as Lands' End, Jaclyn Smith and Joe Boxer, as well as the Apostrophe and Covington brands. It also has the Country Living collection, which is offered exclusively by Sears and Kmart. We are the nation's largest provider of home services, with more than 12 million service calls made annually. Sears Holdings Corporation operates through its subsidiaries, including Sears, Roebuck and Co. and Kmart Corporation.",sears-holdings-corporation.png,http://www.columbia.edu/~rtd2118/logos/sears-holdings-corporation.png
 seiyu,http://www.seiyu.co.jp/company/english/mission/,"We are striving to enhance our store operations and product procurement capabilities in order to provide customers with highly valuable shopping experiences in terms of 4 key attributes for differentiation: ""Price Leadership"", ""Quality and Freshness"", ""Product Assortment"" and ""Convenience"".  Fully leveraging the global network and creditworthiness of our parent company, Wal-Mart Stores, Inc., we will actively develop attractive sales floors to better suit the preference and needs of Japanese customers.  At the same time, we will continue to expand our sustainability initiatives along with Wal-Mart in addressing environmental issues and ensuring product safety.",BD,seiyu-group,"Seiyu has a store network that covers a wide range of areas from Hokkaido to Kyushu in Japan, groceries, clothing, operates a department that stocks such as housing supplies. ""Price"", as an axis that continue to offer ""freshness and quality"", ""assortment"", a well-balanced to customers with four of the value of ""convenience"", sales force, working to strengthen such as product procurement capabilities is. While taking advantage of Wal-Mart Stores, Inc. global network and creditworthiness of the parent company enough, is aggressively policy is to expand the suit was the sales floor to the tastes and needs of Japanese customers. In addition, from the sustainability point of view, response to environmental issues, even in areas such as ensuring the safety of its products, They are developing the ongoing activities in cooperation with Wal-Mart Stores, Inc..",seiyu.jpg,http://www.columbia.edu/~rtd2118/logos/seiyu.jpg
 sempra-energy,http://www.sempra.com/,"Sempra Energy is focused on energy innovation and is committed to meeting the increasing global demand for energy by providing its customers with clean, reliable and affordable electricity and natural gas service through a diversified portfolio.    In every one of its sites, across all cultures, Sempra Energy will continue to provide the leadership, commitment and resources to support the basic values at the heart of our diversity mission.  Programs are now growing into international marketplaces, including Mexico, Asia, South America and Europe. With an ongoing commitment to diversity, Sempra Energy will remain well-positioned for the challenges of the future.We take great pride that we're proving that diversity works. It's the power behind our energy, as well as our success.    At San Diego Gas & ElectricХС and SoCalGas (Sempra Energy's California utilities), we are committed to working with a wide variety of diverse suppliers. Our commitment to supplier diversity helps provide our customers with the best possible energy services at the most competitive prices.    We always seek qualified new suppliers who can help strengthen our supplier base and resources and share in our success. On our website, we provide information on how qualified businesses owned by minorities, women, and service-disabled veterans (otherwise known as diverse business enterprises - DBEs) can participate in our procurement process.",F500,sempra-energy,"Sempra Energy was created in 1998 by a merger of parent companies of two long-established, and highly respected, investor-owned utilities with rich histories dating back more than a century.  Sempra Energy was founded to capitalize on new opportunities in competitive energy markets. The company's ongoing focus is to enhance shareholder value and meet customer needs by sustaining the financial strength, operational flexibility and skilled workforce needed to succeed in rapidly changing market conditions.  Sempra Energy is a Fortune 500 energy services company, based in San Diego, Calif., that combines deep industry expertise with rigorous risk management to deliver superior shareholder returns. In 2013, Sempra Energy produced revenues of approximately $10.5 billion.",sempra-energy.png,http://www.columbia.edu/~rtd2118/logos/sempra-energy.png
 sheraton,http://www.starwoodhotels.com/sheraton/index.html,"At Sheraton we are committed to going above and beyond to ensure you have the best stay possible. Our associates are dedicated to delivering the highest standards of service, be that grand gestures or thoughtful small touches. We go beyond so you can too.    Sheraton Hotels & Resorts remain at the forefront of the industry. We're forward thinking and ever changing, but loyal to the solid foundation and inherent values that make us who we are.",BD,sheraton-pacific-hotels,NA,sheraton.png,http://www.columbia.edu/~rtd2118/logos/sheraton.png
 sherwin-williams,https://www.sherwin-williams.com,"SERVICE that is exemplary, personal, and professional, accompanied by the strongest product knowledge and supply chain in our industry, provides our customers with confidence in our products and coatings solutions.    INTEGRITY is at the heart of who we are as a Company. We were established as a principled, ethical enterprise. Today, integrity is reflected in our people, our products, and our business practices and relationships. We keep our promises to one another, to our customers, and to our shareholders.    INNOVATION ensures that our customers will be the first to benefit from pioneering advancements in our products, coatings, and their applications. At Sherwin-Williams, expansive thinking and innovation is encouraged through challenging assumptions and by leveraging our collective ingenuity and imagination for new ideas and inspiration.",BD,sherwin-williams,"The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paints, coatings, and related products to professional, industrial, commercial, and retail customers in North and South America, Europe, and Asia. It operates in three segments: Paint Stores, Consumer, and Global. The Paint Stores segment sells paint, coatings, and related products to end-use customers. This segment markets and sells Sherwin-Williams branded architectural paints and coatings, industrial and marine products, and original equipment manufacturer product finishes and related items.",sherwin-williams.png,http://www.columbia.edu/~rtd2118/logos/sherwin-williams.png
