"name","web_url","desc"
"porsche","http://www.porsche.com/usa/","The company's main objective is to achieve value-generating growth. Only by achieving such growth can we make sustainable investments in innovative technologies, new products, and most importantly, in our team here at Porsche.    With this approach we are already on our way towards rethinking sporty mobility. We want to excite customers with our products and services. We are also aiming to consolidate our reputation as an excellent employer and business partner that fulfils its social and environmental responsibilities. And the return needs to be sufficient too.    We have everything we need to achieve our objectives: vehicles that will take your breath away and a team that is passionate about its work."
"ppg","http://corporate.ppg.com/Home.aspx","PPG is a global manufacturer of paints, coatings, optical products, specialty materials, and fiber glass, and a Fortune 200 company with headquarters in Pittsburgh and operations in nearly 70 countries around the world. Our vision is to be the world's leading coatings company by consistently delivering high-quality, innovative and sustainable solutions that customers trust to protect and beautify their products and surroundings. This vision will guide us on our journey toward our common goals and principles."
"ppl-corporation","https://www.pplweb.com","OUR MISSION:  To provide reliable, safe energy at a reasonable cost to our customers and best-in-sector returns to our shareowners.    As one of the largest investor-owned companies in the U.S. utility sector, PPL Corporation delivers on its promises to customers, investors, employees and the communities we serve.    We are committed to providing essential energy services in extraordinary ways and we deliver."
"prada","http://www.pradagroup.com/en/brands/prada","Prada now produces men's and women's leather goods, clothing and footwear, combining contemporary, cutting-edge sophistication with one-of-a-kind, sublimely-crafted products. Prada also operates in the eyewear, fragrance and mobile phone sectors.    Innovation is at the core of Prada's success, with no sector escaping the Group's avante-garde approach, distribution included. Prada was the first brand to launch a new type of store, known as  _Prada Epicentres , designed by internationally-acclaimed architects such as Rem Koolhaas, and Herzog & de Meuron, both winners of the Pritzker Prize (the Nobel for architecture).  Prada casts its creative eye beyond the boundaries of fashion, to include art, architecture, cinema and culture as key reference to the brand's core values."
"pratt-and-whitney","http://www.pw.utc.com/","Pratt & Whitney, a United Technologies Corp. company (NYSE:UTX), is a world leader in the design, manufacture and service of aircraft engines and auxiliary power units.    Frederick Rentschler founded Pratt & Whitney in Hartford, Connecticut, in 1925. Our rst aircraft engine transformed the aviation industry. It was the 410-horsepower, air_cooled Wasp, which delivered unprecedented performance and reliability for the time. We have been leading change ever since.    Today, Pratt & Whitney develops game-changing technologies for the future, such as the PurePower PW1000G engine, with patented Geared Turbofan engine technology. The company's worldwide large commercial engine maintenance, repair and overhaul network provides innovative services that add value and delight customers around the globe.    Pratt & Whitney's large commercial engines power more than 25 percent of the world's mainline passenger fleet. The company continues to develop new engines and work with its partners in International Aero Engines and the Engine Alliance to meet airline customers' future needs.    Pratt & Whitney has built a long and distinguished record of providing top-of-the-line military engines to 31 armed forces around the world. Our military engines power front line fighters, such as the F-15 Eagle, F-16 Fighting Falcon, F-22 Raptor and F-35 Lightning II, as well as the C-17 Globemaster III military transport and Boeing's KC-46, the U.S. Air Force's new airlift tanker.    Pratt & Whitney Canada has produced more than 80,000 engines, of which there are currently more than 50,000 engines in service by more than 10,000 operators in 200 countries.    Pratt & Whitney AeroPower designs and manufactures auxiliary power units and turbojet engines for commercial and military aircraft. Products include airborne auxiliary power units and ground power units, and small expendable and recoverable turbojet propulsion systems."
"praxair","http://www.praxair.com","At Praxair, 26,000 employees in more than 50 countries are working together towards a common goal: making our planet more productive. For more than 100 years, Praxair has taken something as fundamental as air and turned it into ways to make plants operate cleaner and more productively, food taste better, breathing easier and manufacturing processes more efficient -- in short, to make all our lives better.    Our vision--to be the best performing industrial gas company in the world--includes more than financial performance. It is an ongoing commitment to our core values: safety, integrity, diversity, environmental stewardship, community engagement, customer satisfaction and operational excellence in all that we do."
"precision-castparts-corp","http://www.precast.com/","Precision Castparts is the world leader in structural investment castings, forged components, and airfoil castings for aircraft engines and industrial gas turbines. Airbus, Boeing, GE, Rolls-Royce, and many other leading manufacturers depend on us for critical airframe, engine, power generation, medical, and general industrial components. With few exceptions, every aircraft in the sky flies with parts made by PCC.  PCC is the market leader in manufacturing large, complex structural investment castings, airfoil castings, forged components, aerostructures and highly engineered, critical fasteners for aerospace applications. In addition, the Company is the leading producer of airfoil castings for the industrial gas turbine market. PCC manufactures extruded seamless pipe, fittings, forgings, and clad products for power generation and oil & gas applications; commercial and military airframe aerostructures; and metal alloys and other materials to the casting and forging industries.  The Company also provides:  Specialty alloys for the investment casting and forging industries;  High-performance, nickel-, titanium- and cobalt-based alloys engineered for optimum heat resistance, high-temperature corrosion resistance, toughness and strength, available in a full range of mill forms, including billet, ingot, tubing, sheet, strip, foil, plate, bar, rod, extruded shapes, rod-in-coil, wire and welding consumables;  Downhole casings, clad seamless pipe, tube, fittings, plate, sheet and bar in a variety of nickel, titanium and steel alloys for severe service oil and gas environments, extending from the bottom of the well through the distribution of refined products;  Seamless interconnect pipe for use in coal-fired power plants and industrial gas turbine installations;  Revert metal processing solutions for a wide range of industries;  Heat treating and destructive testing services for the investment casting and forging industries;  Investment castings and forgings for general industrial, automotive, armament, medical and other applications;  Fasteners for automotive and general industrial markets.  PCC is distinguished by preeminent leadership in the markets it serves, the high degree of proprietary technology and technical expertise inherent in its product lines, outstanding management of complex manufacturing processes and close attention to the creation of shareholder value.  The Company continues to invest in the growth of its core and supplemental businesses by expanding market share and creating new market opportunities, while seeking appropriate acquisitions through which this growth may be enhanced."
"priceline","https://www.priceline.com/","The Priceline Group is the world's leading provider of online travel & related services, provided to consumers and local partners in over 200 countries through six primary brands:  Booking.com, priceline.com, KAYAK, agoda.com, rentalcars.com, and OpenTable."
"principal-financial-group","https://www.principal.com/individuals","Our expertise spans the globe, but we're bound by one common purpose: to give you the financial tools, resources and information you need to live your best life.    Whether you're looking to secure your own retirement or your clients', we'll work with you to find strategies that are right for you to help you meet your specific, long-term goals.    Our focus on progress has us always looking to the future to ask, ""What's next?"" when it comes to doing more as a socially responsible company. The 2015 report highlights some of the ways we have made improvements in key socially responsible areas."
"prudential","https://www.prudential.com/","With operations in the United States, Asia, Europe and Latin America, we provide customers with a variety of products and services, including life insurance, annuities, retirement-related services, mutual funds and investment management. We strive to create long-term value for our stakeholders through strong business fundamentals, consistent with our mission guided by our vision and directed by our company's core values.    Prudential has a long history of helping customers achieve financial security and peace of mind. Our collective knowledge and expertise provides us with a unique understanding of the social issues that contribute to economic inequality. For this reason, we have a critical role to play in ensuring that everyone has the opportunity to achieve economic success."
"pseg","https://www.pseg.com/","Our power has long been instrumental in making life better for our customers. Today, citizenship at PSEG means continuing to deliver on that vital public service  _ and more  _ by taking a stronger interest in the needs of our customers, communities, shareholders and employees.  Our work brings us into our customers' neighborhoods, homes and businesses all day, every day. We strive to earn their trust by providing exceptional reliability and by demonstrating the values of a strong corporate citizen and community partner. In a time when people are increasingly dependent on electricity, we are making investments to strengthen our electric and gas systems. We cannot predict if or when the next extreme weather event occurs. A more resilient infrastructure helps safeguard our customers across our territory. Through our community, government and nonprofit partnerships, we work to provide the tools and preparation that reduce our vulnerability to these events.  As we consider the role that utilities will play in the future, we count sustainability as a driving imperative to encourage innovation and efficient, safe and economic energy practices. We need to address the roots of climate adaptation by reducing pressures on the environment. We will continue to emphasize a sustainable energy strategy based on energy efficiency, renewables and other advanced, clean technologies. Over many years we have made large investments to reduce emissions of traditional pollutants from our fossil-fueled plants to a small fraction of former levels.  Diversity and inclusion drive success across our company, and are an essential part of our culture. At PSEG, we define diversity to embrace the full breadth of all people, their ideas, thoughts and perspectives, and a vast blend of organizational and human characteristics, experiences, needs and traditions of our people. We strive to create an inclusive culture that fosters a sense of belonging to all members of our organization so that they are welcomed, respected and valued, as both human beings and business partners.   We are fortunate to have an outstanding workforce of diverse and highly skilled people who move us forward while giving back of their own time and support to the causes that matter most to them. Through our corporate and Foundation giving, we support and partner with those organizations that are powering a brighter future for the places we do business."
"publix","http://www.publix.com/","Our mission at Publix is to be the premier quality food retailer in the world.    To that end, we commit to be: Passionately focused on customer value, Intolerant of waste, Dedicated to the dignity, value and employment security of our associates, Devoted to the highest standards of stewardship for our stockholders, and Involved as responsible citizens in our communities. Publix has a long-standing tradition of being the kind of company a community can count on, beginning with our founding in 1930. Publix is proud of our accomplishments as a caring employer, industry leader, and member of the community."
"pultegroup","http://www.pultegroupinc.com","PulteGroup has been providing the American Dream of homeownership to families for more than 60 years. What started as a single home built and sold by the entrepreneurial spirit of an 18-year-old Bill Pulte, has grown into the industry's sole multi-brand homebuilding company with the ability to serve customers in all phases of life. Today, PulteGroup operates in approximately 50 markets throughout the country."
"purina","https://www.purina.com/","he reason we're so invested in the quality of our food is because we love pets as much as you do. You'll find pets in our homes, and even sitting by our feet as we work in our offices.    Our passion for pets goes beyond pushing pet nutrition forward, and into forging partnerships in the pet welfare world and raising awareness of what pets truly need. After all, we've seen firsthand how powerful the bond with a pet can be, and the many unique ways that pets can strengthen our families and bring our communities closer.    Because we want dedicated and passionate employees on our team, we make sure that Purina is a great place to work. You can tell from the moment you walk in the door that our world revolves around pets, whether you're seeing the art on the walls or the many cats and dogs that employees bring to work every day.    Recently, Glassdoor.com ranked Purina No. 3 on their 2015 Best Places to Work  _ an Employees' Choice Award list. For eight consecutive years, we've been recognized by the St. Louis Business Journal as the ""Best Place to Work"" and for the past three years, Purina has been recognized as the best place to work in St. Louis by the St. Louis Post Dispatch. We're proud of the fact that we help make our employees happy.    Our quest to drive pet nutrition forward and conduct industry-leading research on the wellbeing of pets pushes our company to do more year after year. We work hard for your pets every day, and we love doing it."
"pvh-corp","https://www.pvh.com/","PVH leverages a diversified portfolio of brands -- including CALVIN KLEIN, Tommy Hilfiger, Van Heusen, IZOD, ARROW, Speedo, Warner's and Olga, as well as numerous other owned and licensed brands -- and markets them globally. Our operational expertise, dedicated teams and commitment to each brand's differentiated market positioning, allow us to gain market share and expand our reach globally.    We are approximately 35,000 associates operating across 40 countries and speaking 20 languages. We generated $8.2 billion in revenues in 2016. We own the iconic CALVIN KLEIN, Tommy Hilfiger, Van Heusen, IZOD, ARROW, Speedo (1), Warner's and Olga brands and market a variety of goods under our owned and licensed brands."
"qualcomm","https://www.qualcomm.com/","In July 1985, seven industry veterans came together in the den of Dr. Irwin Jacobs' San Diego home to discuss an idea. Those visionaries--Franklin Antonio, Adelia Coffman, Andrew Cohen, Klein Gilhousen, Irwin Jacobs, Andrew Viterbi and Harvey White--decided they wanted to build  _Quality Communications  and outlined a plan that has evolved into one of the telecommunications industry's greatest start-up success stories: Qualcomm Incorporated.    That's how often people around the world touch something made better by Qualcomm. It could be the smartphone in your pocket, the tablet on your coffee table, that wireless modem in your briefcase _ it could even be that navigation system in your car or that action camera strapped to your chest.    Who is Qualcomm, and what do we do? We are engineers, scientists and business strategists. We are from many different countries and speak many different languages. We come from diverse cultures and have unique perspectives. Together, we focus on a single goal--invent mobile technology breakthroughs."
"quanta-services-inc","http://www.quantaservices.com/","Quanta Services safely provides engineering, procurement and construction (EPC) services for comprehensive infrastructure needs in the electric power and oil and natural gas industries. With a workforce tens of thousands strong and offices across North America and abroad, Quanta is the premier provider in the industries it serves. Through a team of electric power and oil and gas service companies, Quanta Services is the complete solution.    Who we are:    Demonstrates best-in-class safety leadership and performance while delivering exceptional value to our customers.  The largest electric transmission and distribution specialty contractor in North America.  Largest employer of certified electric power linemen in North America.  The largest pipeline specialty contractor in North America.  The owner of the largest specialized equipment fleet in the industry.  Fortune 400 company with a strong balance and the financial resources for capital-intensive projects.  Full service engineering, procurement and construction (EPC) service provider.  An innovator of technologies and proprietary methodologies."
"quintiles-transnational-holdings","http://www.quintiles.com/","Transform clinical development by connecting healthcare data, new technologies, advanced methodologies and scientific expertise. Together, these resources increase your understanding of how patients are treated and which sites have the potential targeted population. They also help provide understanding around what clinical outcomes lead to commercial success, and offer real-world information to help you confidently value your advancements.  QuintilesIMS delivers integrated information and technology solutions to drive healthcare forward Around the world healthcare stakeholders are working to improve real-world patient outcomes through treatment innovations, care provision and access to healthcare. For the information, technology and service solutions they need to drive new insights and approaches, they count on QuintilesIMS. With a global team of 50,000, we harness insights, commercial and scientific depth, and executional expertise to empower clients to achieve some of their most important goals: Improving clinical, scientific and commercial results. Realizing the full potential of innovations. And, ultimately, driving healthcare forward.  Orchestrate success with cloud-based technology solutions Technology solutions fuel your competitive differentiation and accelerate your business model transformation. QuintilesIMS' purpose-built technology solutions successfully power thousands of clinical trials, real-world studies, and commercial engagements every year--predictably, safely, efficiently and compliantly.  Transform Healthcare with Real-World Insights Global real-world data (RWD) transforms healthcare by improving your understanding of patients, treatments, outcomes and costs. Harness its power for commercial insights as well as to generate evidence for scientific purposes.  We help solve your commercial problems differently Rethink commercialization with an unexpected mix of practical expertise, therapeutic depth and execution capabilities. See opportunities more clearly by connecting insights across clinical, regulatory, payer and commercial."
"qvc","http://www.qvc.com/","Exactly how do you change the way the world shops? At QVC, we do it every day by offering a curated, ever-changing collection of name brands and unique finds. And by bringing together a dynamic community of engaged personalities, relatable experts, dedicated team members, and passionate shoppers. And by creating a seamless, worry-free experience that's available on every platform, accessible by every screen, every minute of the day--in nine countries and counting. Discover for yourself why QVC is the world's leading digital retailer. And so much more."
"rackspace","https://www.rackspace.com/en-us","Since 1999 we've been listening to our customers as they explore how technology can better serve their business. We've also been attracting the best talent in the industry to make it happen. Our employees -- we call them  _Rackers  -- will help you build the best-fit solution, on the cloud of your choice. Then they architect, migrate, secure and optimize your workloads.    We believe that hosting goes beyond infrastructure to the service level. That's why we offer around-the-clock Fanatical Support from cloud engineers -- included with every cloud account at no additional charge. We truly believe in best-fit, best-value infrastructure and service.    We're more than just a hosting provider - we're your trusted service partner, and we're ready to help solve the toughest problems. Gartner has recognized us as a leader in their Magic Quadrant for Public Cloud Infrastructure Managed Service Providers, Worldwide.    Our service levels are matched to your business needs, but they all have one thing in common: They're powered by expertise and Fanatical Support across the world's leading clouds and technologies. Our certified experts are only a phone call, chat or email away. They can help you architect, migrate, secure and optimize your workloads, whether you're just starting out on the cloud or already using it at massive scale.    Don't settle for one-and-done, lift-and-shift support. Our enterprise cloud experts will listen to your goals and pain points in order to truly understand any issues in your current architecture.    As your trusted partner we take extra care to architect, migrate, secure and operate your cloud in a way that provides tangible business results. The benefits don't stop there  _ we have teams of experts specializing in data center consolidation, application transformation and database platform services all of which make Rackspace the best choice for your enterprise IT transformation.    If you're struggling to scale and secure your apps and data in the cloud, you're not alone. A recent survey of 1,000 companies using the cloud showed that a  _lack of expertise and resources  was a major hurdle.*    So how can you quickly gain those resources and expertise? And how do you do it while keeping up with the demands of evolving your business?    Thousands of organizations, including global enterprises and more than half of the Fortune 100, have found the answer in Rackspace."
"ramada","https://www.wyndhamhotels.com/ramada","Wherever your journey takes you, there's bound to be a Ramada hotel nearby. As one of the most recognized hotel brands in the world, we invite you to join our global community.  With over 800 hotels across 63 countries, there's bound to be a Ramada nearby. Each hotel is equipped with everything you need to enjoy your stay, whether you're exploring the local sights, or staying in for a meeting or convention. Casual dining options are available, as well as meeting and events facilities.  Ramada Worldwide offers a warm and friendly stay no matter where you travel around the world. Our guests enjoy free, high-speed wireless Internet access, cozy beds for a relaxed and restful stay, and a variety of hotel choices to match every trip; from a family vacation or weekend getaway, to a full-scale conference or wedding. We are committed to creating caring experiences for every person, every time, and strive to make our guests feel truly refreshed and restored during their visit."
"raymond-james","https://www.raymondjames.com/","We believe financial advice is about more than just having a plan. It's about having the right plan for you. And that only happens with a true understanding of your whole life, beyond just your finances. Because as your needs become more complex, sophisticated advice and a relationship built for the long term become even more important."
"raytheon","http://www.raytheon.com","Raytheon Company is a technology and innovation leader specializing in defense, civil government and cybersecurity solutions. Founded in 1922, Raytheon provides state-of-the-art electronics, mission systems integration, capabilities in C5I (command, control, communications, computing, cyber and intelligence), sensing, effects and mission support services. Raytheon is headquartered in Waltham, Massachusetts."
"realogy-holdings-corp","https://www.realogy.com/about/","Realogy Holdings Corp. (NYSE: RLGY) is a global leader in residential real estate franchising and brokerage with many of the best-known industry brands including Better Homes and Gardens Real Estate, CENTURY 21, Coldwell Banker, Coldwell Banker Commercial, Corcoran, ERA, Sotheby's International Realty and ZipRealty. Collectively, Realogy's franchise system members operate approximately 14,100 offices with more than 273,200 independent sales associates conducting business in 112 countries and territories around the world. NRT LLC, Realogy's company-owned real estate brokerage, is the largest residential brokerage company in the United States, operates under several of Realogy's brands and also provides related residential real estate services.  Realogy also owns Cartus, a prominent worldwide provider of relocation services to corporate and affinity clients, Title Resource Group (TRG), a leading provider of title, settlement and underwriting services, and ZapLabs LLC, its innovation and technology development subsidiary. Realogy is headquartered in Madison, New Jersey."
"regions","https://www.regions.com","Three foundational elements serve as the basis of our culture: our values, our mission, and our vision. We list them in this order for a reason: our values guide our day-to-day life, how we treat customers and each other, and the expectations for how we behave. Our mission defines our corporate purpose and answers the question,  _What do we want to accomplish when we work together?  And our vision is what we aspire to, what we want the company to look like when we follow the values in service of our mission."
"reinsurance-group-of-america","http://www.rgare.com/","Reinsurance Group of America, Incorporated is a leader in the global life reinsurance industry. RGA serves clients from operations in 26 countries around the world, delivering expert solutions in individual life reinsurance, individual living benefits reinsurance, group reinsurance, financial solutions, facultative underwriting and product development."
"reliance-steel-aluminum-co","http://www.rsac.com/","Our history is the key to writing the story of our future. We strive to be a market leader, committed to setting industry leading standards in all measures of business performance and customer service. We expect all of our employees to exhibit the highest levels of personal integrity, teamwork, and appreciation for our diverse individual and company cultures. We believe in always treating people fairly, whether employee, supplier, or customer, while always looking for ways to improve our service and contribution to the communities in which we live and work."
"republic-services","https://www.republicservices.com/","At Republic Services, we're guided by five essential core values  _ to be Respectful, Responsible, Reliable, Resourceful, and Relentless in all we do, every day. Our highly passionate, professional team is reminded of these principles every time they see the five R's joined together to form the Republic Services Star. It's what makes us who we are, reminding us to keep our customers at the heart of it all.    Republic Services, Inc. was incorporated in 1996 with a  _can do  spirit, driving its dramatic growth and acquisitions through the years, welcoming other organizations that share its values and fiduciary discipline. Today, Republic Services, Inc. is the second largest provider of services in the domestic non-hazardous solid waste industry, as measured by revenue as well as a Fortune 500 company, publicly traded on the New York Stock Exchange (NYSE: RSG)."
"reynolds-american","http://www.reynoldsamerican.com/","Reynolds American Inc. and its operating companies are leading the transformation of the tobacco industry. At each operating company, we are in a position to help resolve many of the controversial issues related to the use of tobacco. Committing ourselves to resolving these issues is the right thing to do and will ultimately advance our commercial objectives.    Transforming tobacco is a bold vision that we believe in, and our journey is well under way. We are moving our businesses forward with a full appreciation of stakeholder expectations.    Our goal is to ultimately achieve market leadership by effectively executing this transformation strategy. We will lead change in our industry by driving innovation throughout RAI's businesses, redefining enjoyment for adult tobacco consumers, reducing the harm caused by smoking, and accelerating the decline in youth tobacco use.    We are committed to meeting society's expectations for how a tobacco company should operate, while growing our businesses -- now and over the long term."
"rite-aid-corporation","https://www.riteaid.com/","Our Vision - What we aspire to be. Customers confidently choose us first for their everyday health and wellness needs because we consistently understand and exceed their expectations.  Our Mission - Our plan to get there. To improve the health and wellness of our communities through engaging experiences that provide our customers with the best products, services and advice to meet their unique needs."
"rockwell-automation","http://www.rockwellautomation.com","Rockwell Automation, the world's largest company dedicated to industrial automation, makes its customers more productive and the world more sustainable. Throughout the world, our flagship Allen-Bradley and Rockwell Software product brands are recognized for innovation and excellence."
"ross-dress-for-less","https://www.rossstores.com/","Since 1982, our focus has been on bringing our customers a constant stream of high quality department and specialty store brands at extraordinary savings a.k.a. bargains, while providing an easy, fun and organized shopping experience. So what's our secret? We're big--as the nation's largest off-price retail chain, we have a great deal of purchasing power. We're savvy--our buyers search the globe for the best brands and latest styles. We work directly with manufacturers to negotiate the best deals! We believe in  _no frills --no window displays, mannequins, fancy fixtures or decorations in our stores so we can pass more savings on to our customers. We love new buys--we keep it simple so we can get the great buys into our stores quickly which means almost every day!"
"royal-caribbean-cruises","https://www.royalcaribbean.com/","Royal Caribbean International is known for driving innovation at sea and has continuously redefined cruise vacationing since its launch in 1969. Each successive class of ships is an architectural marvel and pushes the envelope of what is possible on a cruise ship. Onboard, the global cruise line has debuted countless industry  _firsts   _ such as rock climbing, ice skating and surfing at sea  _ to capture the imagination of families and adventurous vacationers alike. Throughout, guests sail on exciting itineraries to some of the world's most popular destinations and enjoy Royal Caribbean's friendly and engaging service. We have a common passion for creative thinking, innovative engineering and outstanding guest service that drives continuous improvement in everything we do. The entire Royal Caribbean family is committed to the legacy of hospitality and culture of innovation that is at the core of our guest service, the protection of our natural environment and responsible citizenship in our global community."
"rr-donnelley-and-sons-co","http://www.rrdonnelley.com/","Change and challenge have been our companions for more than 150 years. We have and will continue to evolve as we embrace the changes that are redefining our industry and continually seek new and better approaches to manage the communication solutions that keep businesses and organizations running.    From the sole proprietor on Main Street to the largest corporation, every one of our customers is important to us. We embark on every project with the desire to discover new ways of working, communicating, and helping our customers create the connected experiences that drive success. We're always working to help our customers deliver the right message in the right way at the right time -- every time.    We are on a mission to enable the future of innovative communications -- we are RR Donnelley."
"ryder-system","https://ryder.com/","Ryder operates behind the scenes, managing critical fleet, transportation and supply chain functions for over 50,000 customers, many of which make the products that consumers use every day. When you choose Ryder, you get access to industry-leading technology, one of North America's largest fleet of trucks, an expansive infrastructure of maintenance facilities and warehouses, and some of the most talented people in the industry."
"sabre","https://www.sabre.com/","Sabre technology is as essential to travel as air and water are essential to life. We are one of the world's largest software companies. We were Big Data long before that was a buzzword. We created the world's largest electronic marketplace when Amazon was just a river in Brazil. What started as a joint initiative between American Airlines and IBM to create the world's first computerized airline reservation system in 1960 has since evolved into a technology ecosystem that touches almost every stage of your travel experience."
"safeway","http://www.safeway.com/","All of our stores were founded around the philosophy of offering customers the products they wanted to buy at a fair price, with lots of tender, loving care. We still open our doors every day today with that in mind, and because of it, we run really great stores.    We actively pursue growth through leadership in environmental, socially responsible and ethical business practices. Corporate social responsibility is core to our operating philosophy, and that commitment drives our dedication to People, Products, Community and the Planet. That commitment extends to our supply chain, and our suppliers play a critical role in ensuring that we manage our business in a responsible manner."
"salesforce","https://www.salesforce.com","We're the #1 CRM platform that's bringing artificial intelligence to everyone. Create deeper relationships with your customers using the world's first CRM solution that's available with Einstein AI -- it uses your Salesforce data to constantly get smarter, making you more productive and your customers happier. We're obsessed with our customers' success and take pride in their achievements. We respect and value employees from every background, and we thrive as a result."
"sams-club","https://www.samsclub.com/sams/pagedetails/content.jsp?pageName=about-our-ads&xid=ftr:about-our-ads","Some websites where we advertise belong to ad networks that use your web browsing history to choose which ads to display on their network websites; these ads include advertising for Sam's Club. Sam's Club only advertises with networks that are members of the Network Advertising Initiative (NAI). Other websites where you see our ads, such as Facebook, may use interest preferences that you have chosen on those sites, as well as registration and other information about you, to choose which ads to display to you."
"sandisk","https://www.sandisk.com/","The world of digital content grows exponentially every day. From mobile devices to data centers, SanDisk delivers the peace of mind that data is readily available and reliable, even in the most challenging environments.  Our pioneering technology is used by top electronics companies and can be found in enterprise data centers worldwide, so consumers can be confident their important data is at their fingertips"
"sanmina-corporation","http://www.sanmina.com","Sanmina makes some of the most complex and innovative optical, electronic and mechanical products in the world. Recognized as a technology leader, Sanmina provides end-to-end design, manufacturing and logistics solutions, delivering superior quality and support to Original Equipment Manufacturers (OEMs) primarily in the communications networks, computing and storage, medical, defense and aerospace, industrial and semiconductor, multimedia, automotive and clean technology sectors."
"santander","http://www.santander.com/csgs/Satellite/CFWCSancomQP01/en_GB/Corporate/About-The-Group/Corporate-culture.html?wpid=1278701177014","Simple, Personal & Fair embodies how all Santander's professionals think and operate, and represents what our customers expect of us as a bank. It defines how we conduct business and take decisions, and the way in which we interact with customers, shareholders and society."
"schlumberger","http://www.slb.com","Schlumberger is the world's leading provider of technology for reservoir characterization, drilling, production, and processing to the oil and gas industry. Working in more than 85 countries and employing approximately 100,000 people who represent over 140 nationalities, Schlumberger supplies the industry's most comprehensive range of products and services, from exploration through production and integrated pore-to-pipeline solutions for hydrocarbon recovery that optimize reservoir performance"
"seaboard-corporation","https://www.seaboardcorp.com/","As an integrated food company, Seaboard Foods is a leading U.S. hog producer and pork processor, and produces and sells fresh, frozen and processed pork products to further processors, food service operators, grocery stores, retail outlets and other distributors in the United States.     Seaboard Corporation, its subsidiaries and affiliates, strictly adhere to the principles of fairness and ethical conduct. We are committed to the highest standards of personal and professional conduct.    Today, Seaboard operates globally through a network of integrated service oriented companies. Seaboard Corporation is comprised of a group of uniquely integrated and innovative companies with a broad global presence.    We are committed to delivering extraordinary value to our customers across all of our business lines with the highest degree of integrity, honesty, and professional conduct."
"seagate","http://www.seagate.com/","Seagate is deeply rooted in the history and heritage of the storage industry. Over the past 35 years, we have evolved the way storage technology works, progressing from the mass production of the 5.25  disk drive--which allowed the accessibility of the personal computer--to innovating cloud storage solutions.    Seagate recognizes that data has evolved from static information stored and forgotten, to a living entity that drives every interaction of every day. We are creating solutions to fit the increasing needs and demands of our data-driven society, and we invite you to explore our solutions and share the journey."
"sealed-air-corporation","https://sealedair.com/","In 1957, Alfred W. Fielding and Marc Chavannes set out to create a new wall covering by laminating two plastic sheets with air bubbles in between. Although their invention never caught on as interior decor, the two men discovered their new material's light weight and insulating properties were very useful--first as greenhouse insulation and then as the packing material we now know as Bubble Wrap. In 1960, Fielding and Chavannes founded Sealed Air Corporation with Bubble Wrap as the company's signature brand."
"sears-holdings-corporation","https://searsholdings.com/","Sears Holdings Corporation (NASDAQ: SHLD) is a leading integrated retailer focused on seamlessly connecting the digital and physical shopping experiences to serve our members - wherever, whenever and however they want to shop. Sears Holdings is home to Shop Your Way, a social shopping platform offering members rewards for shopping at Sears and Kmart as well as with other retail partners across categories important to them. The company operates through its subsidiaries, including Sears, Roebuck and Co. and Kmart Corporation, with full-line and specialty retail stores across the United States."
"seiyu","http://www.seiyu.co.jp/company/english/mission/","We are striving to enhance our store operations and product procurement capabilities in order to provide customers with highly valuable shopping experiences in terms of 4 key attributes for differentiation: ""Price Leadership"", ""Quality and Freshness"", ""Product Assortment"" and ""Convenience"".  Fully leveraging the global network and creditworthiness of our parent company, Wal-Mart Stores, Inc., we will actively develop attractive sales floors to better suit the preference and needs of Japanese customers.  At the same time, we will continue to expand our sustainability initiatives along with Wal-Mart in addressing environmental issues and ensuring product safety."
"sempra-energy","http://www.sempra.com/","Sempra Energy is focused on energy innovation and is committed to meeting the increasing global demand for energy by providing its customers with clean, reliable and affordable electricity and natural gas service through a diversified portfolio.    In every one of its sites, across all cultures, Sempra Energy will continue to provide the leadership, commitment and resources to support the basic values at the heart of our diversity mission.  Programs are now growing into international marketplaces, including Mexico, Asia, South America and Europe. With an ongoing commitment to diversity, Sempra Energy will remain well-positioned for the challenges of the future.We take great pride that we're proving that diversity works. It's the power behind our energy, as well as our success.    At San Diego Gas & Electric and SoCalGas (Sempra Energy's California utilities), we are committed to working with a wide variety of diverse suppliers. Our commitment to supplier diversity helps provide our customers with the best possible energy services at the most competitive prices.    We always seek qualified new suppliers who can help strengthen our supplier base and resources and share in our success. On our website, we provide information on how qualified businesses owned by minorities, women, and service-disabled veterans (otherwise known as diverse business enterprises - DBEs) can participate in our procurement process."
"sheraton","http://www.starwoodhotels.com/sheraton/index.html","At Sheraton we are committed to going above and beyond to ensure you have the best stay possible. Our associates are dedicated to delivering the highest standards of service, be that grand gestures or thoughtful small touches. We go beyond so you can too.    Sheraton Hotels & Resorts remain at the forefront of the industry. We're forward thinking and ever changing, but loyal to the solid foundation and inherent values that make us who we are."
"sherwin-williams","https://www.sherwin-williams.com","SERVICE that is exemplary, personal, and professional, accompanied by the strongest product knowledge and supply chain in our industry, provides our customers with confidence in our products and coatings solutions.    INTEGRITY is at the heart of who we are as a Company. We were established as a principled, ethical enterprise. Today, integrity is reflected in our people, our products, and our business practices and relationships. We keep our promises to one another, to our customers, and to our shareholders.    INNOVATION ensures that our customers will be the first to benefit from pioneering advancements in our products, coatings, and their applications. At Sherwin-Williams, expansive thinking and innovation is encouraged through challenging assumptions and by leveraging our collective ingenuity and imagination for new ideas and inspiration."
