StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 13:01:58,2021-02-10 13:05:40,IP Address,100,222,True,2021-02-10 13:05:40,R_2ivlOiELDNLYoVj,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58669,120130,5 Amazon Gift Card,0,False,2021-02-10T13:05:40-05:00
2021-02-10 13:03:09,2021-02-10 13:06:15,IP Address,100,185,True,2021-02-10 13:06:15,R_C9VtuoDY2IELkBz,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64854,120130,5 Amazon Gift Card,0,False,2021-02-10T13:06:15-05:00
2021-02-10 13:07:11,2021-02-10 13:07:17,IP Address,100,5,True,2021-02-10 13:07:17,R_DqkkAwyK9YiHRkZ,email,EN,"By clicking here, I decline to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61918,120130,5 Amazon Gift Card,0,False,
2021-02-10 13:07:35,2021-02-10 13:11:04,IP Address,100,208,True,2021-02-10 13:11:04,R_zT0oMU7txI2W5jP,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61968,120130,5 Amazon Gift Card,0,False,2021-02-10T13:11:04-05:00
2021-02-10 13:05:06,2021-02-10 13:12:19,IP Address,100,432,True,2021-02-10 13:12:19,R_2BgKMOtiixvaQ2t,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49117,120130,5 Amazon Gift Card,0,False,2021-02-10T13:12:19-05:00
2021-02-10 13:04:05,2021-02-10 13:13:16,IP Address,100,551,True,2021-02-10 13:13:17,R_3dFygY8fH6r7ZH2,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48648,120130,5 Amazon Gift Card,0,False,2021-02-10T13:13:16-05:00
2021-02-10 13:10:15,2021-02-10 13:13:40,IP Address,100,205,True,2021-02-10 13:13:41,R_vTbXt69nZCL1Zn3,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,46407,120130,5 Amazon Gift Card,0,False,2021-02-10T13:13:40-05:00
2021-02-10 13:10:45,2021-02-10 13:16:31,IP Address,100,346,True,2021-02-10 13:16:32,R_2R7U9ceCZ2vUmDR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64799,120130,5 Amazon Gift Card,0,False,2021-02-10T13:16:31-05:00
2021-02-10 13:13:02,2021-02-10 13:22:40,IP Address,100,578,True,2021-02-10 13:22:41,R_1oi0EoquWjlgXmE,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61995,120130,5 Amazon Gift Card,0,False,2021-02-10T13:22:40-05:00
2021-02-10 13:15:46,2021-02-10 13:25:31,IP Address,100,584,True,2021-02-10 13:25:31,R_1LtAqEVqFlwPsu7,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51279,120130,5 Amazon Gift Card,0,False,2021-02-10T13:25:31-05:00
2021-02-10 13:23:35,2021-02-10 13:30:23,IP Address,100,408,True,2021-02-10 13:30:24,R_2hnhOwetiDhOHBL,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61953,120130,5 Amazon Gift Card,0,False,2021-02-10T13:30:23-05:00
2021-02-10 13:29:40,2021-02-10 13:33:34,IP Address,100,233,True,2021-02-10 13:33:34,R_3DknUXMMCsSQcdO,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51012,120130,5 Amazon Gift Card,0,False,2021-02-10T13:33:34-05:00
2021-02-10 13:29:10,2021-02-10 13:35:08,IP Address,100,358,True,2021-02-10 13:35:09,R_1qVSK1BUbh1PdaI,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61959,120130,5 Amazon Gift Card,0,False,2021-02-10T13:35:08-05:00
2021-02-10 13:34:34,2021-02-10 13:37:55,IP Address,100,200,True,2021-02-10 13:37:55,R_UMSDiPOsYxPGmyt,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60095,120130,5 Amazon Gift Card,0,False,2021-02-10T13:37:55-05:00
2021-02-10 13:29:23,2021-02-10 13:38:59,IP Address,100,575,True,2021-02-10 13:38:59,R_a5yT9ck3v1GxdTP,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63067,120130,5 Amazon Gift Card,0,False,2021-02-10T13:38:59-05:00
2021-02-10 13:38:47,2021-02-10 13:40:34,IP Address,100,107,True,2021-02-10 13:40:35,R_2YRGsurUs0tCHYg,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49910,120130,5 Amazon Gift Card,0,False,2021-02-10T13:40:34-05:00
2021-02-10 13:08:38,2021-02-10 13:40:49,IP Address,100,1930,True,2021-02-10 13:40:49,R_2CdEAtdUGs2hNze,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61623,120130,5 Amazon Gift Card,0,False,2021-02-10T13:40:49-05:00
2021-02-10 13:30:45,2021-02-10 13:44:41,IP Address,100,835,True,2021-02-10 13:44:41,R_3rzHrqX0N58hHhf,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58492,120130,5 Amazon Gift Card,0,False,2021-02-10T13:44:41-05:00
2021-02-10 13:44:01,2021-02-10 13:46:19,IP Address,100,137,True,2021-02-10 13:46:19,R_UY3a1VSLZG6PGqR,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60257,120130,5 Amazon Gift Card,0,False,2021-02-10T13:46:19-05:00
2021-02-10 13:53:11,2021-02-10 13:53:18,IP Address,100,7,True,2021-02-10 13:53:21,R_2xPmhg8X0NCKyVl,email,EN,"By clicking here, I decline to participate in this study.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61824,120130,5 Amazon Gift Card,0,False,
2021-02-10 13:52:30,2021-02-10 13:56:38,IP Address,100,248,True,2021-02-10 13:56:39,R_2upxIko9Ngye2Xa,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58619,120130,5 Amazon Gift Card,0,False,2021-02-10T13:56:38-05:00
2021-02-10 13:55:12,2021-02-10 13:57:38,IP Address,100,146,True,2021-02-10 13:57:39,R_2q4BjqgnJZbpY7y,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,59849,120130,5 Amazon Gift Card,0,False,2021-02-10T13:57:38-05:00
2021-02-10 13:53:36,2021-02-10 13:58:42,IP Address,100,306,True,2021-02-10 13:58:43,R_3agGp8voEKwg2jf,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",Something else,Less than 1 year,18-24,61689,120130,5 Amazon Gift Card,0,False,2021-02-10T13:58:42-05:00
2021-02-10 13:54:13,2021-02-10 13:59:20,IP Address,100,307,True,2021-02-10 13:59:21,R_2b2es2ZG97Z6l8Z,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60249,120130,5 Amazon Gift Card,0,False,2021-02-10T13:59:20-05:00
2021-02-10 13:11:54,2021-02-10 14:15:39,IP Address,100,3825,True,2021-02-10 14:15:40,R_3HvsCYdlvBp12Rw,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60163,120130,5 Amazon Gift Card,0,False,2021-02-10T14:15:39-05:00
2021-02-10 13:58:08,2021-02-10 14:20:07,IP Address,100,1319,True,2021-02-10 14:20:08,R_3RqOUtKYhbnUFDC,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,53625,120130,5 Amazon Gift Card,0,False,2021-02-10T14:20:07-05:00
2021-02-10 14:11:08,2021-02-10 14:22:03,IP Address,100,655,True,2021-02-10 14:22:03,R_A4igoW9iksbMxdn,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,61940,120130,5 Amazon Gift Card,0,False,2021-02-10T14:22:03-05:00
2021-02-10 14:19:49,2021-02-10 14:25:01,IP Address,100,311,True,2021-02-10 14:25:01,R_1QN6MHSoQjUwjf0,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,60127,120130,5 Amazon Gift Card,0,False,2021-02-10T14:25:01-05:00
2021-02-10 14:22:46,2021-02-10 14:26:21,IP Address,100,215,True,2021-02-10 14:26:22,R_1dMjTAAcprWZls7,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51183,120130,5 Amazon Gift Card,0,False,2021-02-10T14:26:21-05:00
2021-02-10 14:37:10,2021-02-10 14:46:55,IP Address,100,585,True,2021-02-10 14:46:55,R_ROgjB1yH0frN7ax,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,58280,120130,5 Amazon Gift Card,0,False,2021-02-10T14:46:55-05:00
2021-02-10 14:43:11,2021-02-10 14:49:03,IP Address,100,352,True,2021-02-10 14:49:03,R_3EcWGygRjlw7Ehh,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61932,120130,5 Amazon Gift Card,0,False,2021-02-10T14:49:03-05:00
2021-02-10 14:43:36,2021-02-10 14:49:18,IP Address,100,342,True,2021-02-10 14:49:19,R_210zgMX2b8t43BE,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,55996,120130,5 Amazon Gift Card,0,False,2021-02-10T14:49:18-05:00
